longitude,latitude,light_intensity,year,normalized_light_intensity,country
120.9875024079,14.58333285,51.246628,2020,0.3091266774694196,Philippines
121.0583357418,14.58333285,64.63945,2020,0.3899140136976559,Philippines
121.0625024085,14.58333285,65.40199,2020,0.3945137593948271,Philippines
120.9791690745,14.579166183300003,56.95184,2020,0.3435412974873194,Philippines
120.9833357412,14.579166183300003,59.966797,2020,0.3617279309595386,Philippines
121.0500024084,14.579166183300003,51.628876,2020,0.311432449747926,Philippines
121.0541690751,14.579166183300003,57.087524,2020,0.3443597619549866,Philippines
121.0583357418,14.579166183300003,56.399025,2020,0.340206641708499,Philippines
121.0625024085,14.579166183300003,55.31242,2020,0.3336520915560156,Philippines
120.9833357412,14.574999516600002,52.046436,2020,0.3139512288458236,Philippines
121.0166690748,14.574999516600002,49.75698,2020,0.3001409167509004,Philippines
121.0458357417,14.574999516600002,51.851833,2020,0.3127773569021791,Philippines
121.0500024084,14.574999516600002,55.296215,2020,0.3335543407770104,Philippines
121.0541690751,14.574999516600002,56.219517,2020,0.3391238248718639,Philippines
121.0583357418,14.574999516600002,52.475243,2020,0.3165378513878107,Philippines
121.0625024085,14.574999516600002,59.487362,2020,0.3588359133888889,Philippines
121.0666690752,14.574999516600002,56.997345,2020,0.3438157898784724,Philippines
121.0750024086,14.574999516600002,49.931973,2020,0.3011964984892815,Philippines
121.0125024081,14.570832849900002,57.220467,2020,0.3451616923353195,Philippines
121.0166690748,14.570832849900002,62.04649,2020,0.3742729239149075,Philippines
121.0208357415,14.570832849900002,58.299942,2020,0.3516732333514679,Philippines
121.0250024082,14.570832849900002,52.160652,2020,0.3146401953978052,Philippines
121.0666690752,14.570832849900002,49.73557,2020,0.300011768699157,Philippines
121.0083357414,14.566666183200002,58.24095,2020,0.3513173855294946,Philippines
121.0125024081,14.566666183200002,66.01959,2020,0.3982392071648757,Philippines
121.0166690748,14.566666183200002,59.927513,2020,0.3614909644922482,Philippines
121.0083357414,14.562499516500004,58.24139,2020,0.3513200396697453,Philippines
121.0125024081,14.562499516500004,64.65221,2020,0.3899909837649257,Philippines
121.0166690748,14.562499516500004,57.14603,2020,0.3447126781584103,Philippines
121.0291690749,14.562499516500004,53.70289,2020,0.3239431861976503,Philippines
121.041669075,14.562499516500004,51.45566,2020,0.3103875871168756,Philippines
121.0458357417,14.562499516500004,60.06383,2020,0.3623132473025943,Philippines
121.0500024084,14.562499516500004,56.49563,2020,0.3407893762969471,Philippines
121.0541690751,14.562499516500004,51.701775,2020,0.3118721864982317,Philippines
121.0083357414,14.558332849800005,51.453564,2020,0.3103749437578633,Philippines
121.0125024081,14.558332849800005,55.812695,2020,0.3366698188603568,Philippines
121.0166690748,14.558332849800005,52.530113,2020,0.3168688347413447,Philippines
121.0250024082,14.558332849800005,49.97576,2020,0.3014606276691829,Philippines
121.041669075,14.558332849800005,52.689213,2020,0.3178285477274437,Philippines
121.0458357417,14.558332849800005,65.69775,2020,0.3962978242142402,Philippines
121.0500024084,14.558332849800005,76.087204,2020,0.4589684334051781,Philippines
121.0541690751,14.558332849800005,83.45193,2020,0.5033934691139208,Philippines
121.0583357418,14.558332849800005,64.32963,2020,0.3880451370329595,Philippines
121.0083357414,14.5541661831,50.503845,2020,0.304646108701641,Philippines
121.0125024081,14.5541661831,51.678444,2020,0.3117314507114392,Philippines
121.0458357417,14.5541661831,76.105934,2020,0.4590814153299401,Philippines
121.0500024084,14.5541661831,109.728935,2020,0.6618999614727414,Philippines
121.0541690751,14.5541661831,88.556885,2020,0.5341872567126073,Philippines
121.0583357418,14.5541661831,65.405914,2020,0.3945374295001536,Philippines
121.0458357417,14.549999516400003,75.403114,2020,0.4548419088504297,Philippines
121.0500024084,14.549999516400003,98.425545,2020,0.5937163651814681,Philippines
121.0541690751,14.549999516400003,78.03838,2020,0.4707381942182812,Philippines
121.0583357418,14.549999516400003,58.035294,2020,0.3500768403763257,Philippines
121.0625024085,14.549999516400003,52.492527,2020,0.3166421108425671,Philippines
121.0500024084,14.545832849700002,57.74916,2020,0.3483508409070331,Philippines
121.0541690751,14.545832849700002,60.28122,2020,0.3636245735505393,Philippines
121.0583357418,14.545832849700002,60.669598,2020,0.3659673228284473,Philippines
121.0625024085,14.545832849700002,58.663822,2020,0.3538682073387822,Philippines
120.9875024079,14.541666183000004,60.96406,2020,0.367743557934121,Philippines
120.9916690746,14.541666183000004,53.07728,2020,0.3201694210107654,Philippines
121.0125024081,14.541666183000004,50.745514,2020,0.3061038892021914,Philippines
121.0583357418,14.541666183000004,59.847187,2020,0.3610064270609384,Philippines
121.0625024085,14.541666183000004,58.53912,2020,0.3531159877989172,Philippines
120.9833357412,14.537499516300002,62.76159,2020,0.3785865050359597,Philippines
120.9875024079,14.537499516300002,124.10297,2020,0.7486061088777795,Philippines
120.9916690746,14.537499516300002,111.2881,2020,0.6713050582544576,Philippines
120.9958357413,14.537499516300002,62.018414,2020,0.3741035656383663,Philippines
121.0583357418,14.537499516300002,52.503277,2020,0.3167069563146008,Philippines
121.0625024085,14.537499516300002,57.237774,2020,0.3452660905292253,Philippines
120.9833357412,14.533332849600002,56.899864,2020,0.3432277711380706,Philippines
120.9875024079,14.533332849600002,127.522316,2020,0.7692320721723469,Philippines
120.9916690746,14.533332849600002,131.22104,2020,0.791543281819085,Philippines
120.9958357413,14.533332849600002,64.936745,2020,0.3917073378472618,Philippines
121.0625024085,14.533332849600002,51.35167,2020,0.3097603051971745,Philippines
120.6041690715,14.529166182900005,69.987625,2020,0.4221749376412764,Philippines
120.9833357412,14.529166182900005,51.454433,2020,0.3103801856848583,Philippines
120.9875024079,14.529166182900005,86.13658,2020,0.5195876455320897,Philippines
120.9916690746,14.529166182900005,84.98764,2020,0.5126570821238647,Philippines
120.9958357413,14.529166182900005,63.03549,2020,0.3802387073420095,Philippines
120.6000024048,14.5249995162,53.020912,2020,0.3198294015161053,Philippines
120.6041690715,14.5249995162,85.11511,2020,0.5134259986187613,Philippines
120.9833357412,14.5249995162,69.41003,2020,0.4186908055092472,Philippines
120.9875024079,14.5249995162,90.965256,2020,0.5487148803709619,Philippines
120.9916690746,14.5249995162,117.02154,2020,0.7058899534337125,Philippines
120.9958357413,14.5249995162,86.78345,2020,0.5234896539501781,Philippines
121.000002408,14.5249995162,66.25791,2020,0.3996767860388362,Philippines
121.0041690747,14.5249995162,63.419357,2020,0.3825542456502109,Philippines
121.0083357414,14.5249995162,60.96676,2020,0.3677598447038411,Philippines
121.0125024081,14.5249995162,59.175247,2020,0.3569531929699304,Philippines
120.6000024048,14.520832849500003,63.246872,2020,0.3815137925112589,Philippines
120.6041690715,14.520832849500003,76.10039,2020,0.4590479731627815,Philippines
120.6083357382,14.520832849500003,60.013058,2020,0.3620069836462132,Philippines
120.9833357412,14.520832849500003,70.547935,2020,0.4255548042864123,Philippines
120.9875024079,14.520832849500003,72.87038,2020,0.4395641105466304,Philippines
120.9916690746,14.520832849500003,101.14318,2020,0.6101095116363843,Philippines
120.9958357413,14.520832849500003,86.36786,2020,0.5209827581620392,Philippines
121.000002408,14.520832849500003,74.84566,2020,0.4514792699883754,Philippines
121.0041690747,14.520832849500003,67.365326,2020,0.4063568709930399,Philippines
121.0083357414,14.520832849500003,54.096786,2020,0.3263192208071566,Philippines
121.0125024081,14.520832849500003,73.77634,2020,0.4450289853227854,Philippines
121.0166690748,14.520832849500003,72.87648,2020,0.439600906581924,Philippines
120.6041690715,14.516666182800002,53.925026,2020,0.3252831409674812,Philippines
120.9791690745,14.516666182800002,56.827637,2020,0.3427920879837842,Philippines
120.9833357412,14.516666182800002,65.69067,2020,0.396255116684752,Philippines
120.9958357413,14.516666182800002,64.20387,2020,0.387286535492219,Philippines
121.000002408,14.516666182800002,76.91291,2020,0.4639492050638824,Philippines
121.0041690747,14.516666182800002,66.06273,2020,0.3984994335521813,Philippines
121.0083357414,14.516666182800002,54.651505,2020,0.3296653617746981,Philippines
121.0125024081,14.516666182800002,70.20482,2020,0.4234850876225194,Philippines
121.0166690748,14.516666182800002,73.81305,2020,0.4452504250696094,Philippines
121.0208357415,14.516666182800002,65.53503,2020,0.3953162748924425,Philippines
121.0250024082,14.516666182800002,57.46548,2020,0.346639644301775,Philippines
120.9791690745,14.512499516100004,62.282536,2020,0.3756967857094815,Philippines
120.9833357412,14.512499516100004,58.844757,2020,0.3549596320348214,Philippines
121.000002408,14.512499516100004,50.945324,2020,0.3073091704828478,Philippines
121.0041690747,14.512499516100004,52.340027,2020,0.3157222099602283,Philippines
121.0083357414,14.512499516100004,84.39324,2020,0.5090715799306703,Philippines
121.0125024081,14.512499516100004,96.2227,2020,0.580428502498481,Philippines
121.0166690748,14.512499516100004,66.52747,2020,0.4013028088705951,Philippines
121.0208357415,14.512499516100004,60.2422,2020,0.3633891995673992,Philippines
121.0250024082,14.512499516100004,61.740704,2020,0.3724283808906004,Philippines
121.000002408,14.508332849400002,58.425236,2020,0.3524290239163974,Philippines
121.0041690747,14.508332849400002,81.5136,2020,0.4917011971318636,Philippines
121.0083357414,14.508332849400002,102.70515,2020,0.6195315285621986,Philippines
121.0125024081,14.508332849400002,109.12668,2020,0.6582670768439353,Philippines
121.0166690748,14.508332849400002,60.64908,2020,0.3658435554428484,Philippines
121.000002408,14.504166182700002,71.05899,2020,0.4286375580268952,Philippines
121.0041690747,14.504166182700002,104.61108,2020,0.6310283593076145,Philippines
121.0083357414,14.504166182700002,93.89858,2020,0.5664090924088995,Philippines
121.0125024081,14.504166182700002,61.591763,2020,0.3715299483836075,Philippines
120.541669071,14.424999515400003,54.113003,2020,0.326417043971805,Philippines
121.0375024083,14.420832848700002,54.706745,2020,0.3299985770188974,Philippines
121.041669075,14.420832848700002,49.874504,2020,0.3008498376118577,Philippines
121.1375024091,14.162499513300002,53.451473,2020,0.3224266044262735,Philippines
121.1375024091,14.158332846600002,53.447495,2020,0.3224026085855526,Philippines
121.0333357416,13.770832843500004,50.216667,2020,0.30291381168139,Philippines
121.0375024083,13.770832843500004,51.79381,2020,0.3124273542208943,Philippines
121.041669075,13.758332843400002,80.34515,2020,0.4846529467320687,Philippines
121.0458357417,13.758332843400002,61.28674,2020,0.3696900078797805,Philippines
121.041669075,13.754166176700004,63.99082,2020,0.3860013887185648,Philippines
121.0541690751,13.683332842800002,72.98337,2020,0.4402456816987318,Philippines
121.0583357418,13.683332842800002,60.48333,2020,0.3648437287461425,Philippines
121.0541690751,13.679166176100004,140.42215,2020,0.8470456372780754,Philippines
121.0583357418,13.679166176100004,165.77873,2020,1.0,Philippines
121.0541690751,13.674999509400005,125.17918,2020,0.7550979549668405,Philippines
121.0583357418,13.674999509400005,144.48422,2020,0.8715485997510054,Philippines
123.3875024271,12.470832833100005,66.87826,2020,0.4034188221854516,Philippines
122.5958357541,10.724999485800003,56.198013,2020,0.3389941097992487,Philippines
123.6416690958,10.387499483100004,54.243675,2020,0.3272052753691623,Philippines
123.9333357648,10.324999482600004,50.498608,2020,0.3046145184005209,Philippines
123.9375024315,10.324999482600004,52.932564,2020,0.3192964742823159,Philippines
123.9333357648,10.320832815900005,55.36874,2020,0.333991821508103,Philippines
123.9375024315,10.320832815900005,51.26078,2020,0.3092120442713006,Philippines
123.9791690985,10.316666149200003,59.887966,2020,0.3612524115729442,Philippines
123.9208357647,10.312499482500002,60.826466,2020,0.366913572084911,Philippines
123.9250024314,10.312499482500002,66.979256,2020,0.4040280438871742,Philippines
123.9750024318,10.312499482500002,52.004276,2020,0.3136969139527127,Philippines
123.9791690985,10.312499482500002,65.76762,2020,0.3967192896217747,Philippines
123.916669098,10.308332815800002,51.06932,2020,0.3080571313340378,Philippines
123.9208357647,10.308332815800002,77.29398,2020,0.4662478714850814,Philippines
124.0166690988,10.308332815800002,60.864944,2020,0.3671456766498332,Philippines
124.0166690988,10.304166149100002,55.817104,2020,0.336696414552096,Philippines
123.9000024312,10.291666149000005,51.00303,2020,0.3076572609767248,Philippines
123.9041690979,10.291666149000005,52.659496,2020,0.3176492907141947,Philippines
125.6166691116,7.0708327899000025,51.187183,2020,0.3087680970894155,Philippines
125.6166691116,7.066666123200003,55.275723,2020,0.3334307302269718,Philippines
120.1000024008,16.124999529000004,63.61193,2021,0.3613027132025121,Philippines
120.9666690744,14.754166184700004,62.404034,2021,0.3546001611192539,Philippines
120.9708357411,14.754166184700004,64.76445,2021,0.3676979867417875,Philippines
121.0541690751,14.620832850300005,53.87277,2021,0.3072606208806691,Philippines
120.958335741,14.616666183600003,90.95021,2021,0.5130014071022317,Philippines
120.9625024077,14.616666183600003,57.60545,2021,0.3279730680699438,Philippines
120.958335741,14.612499516900002,86.06032,2021,0.4858676618076009,Philippines
120.9625024077,14.612499516900002,61.57357,2021,0.3499919595743602,Philippines
120.9500024076,14.608332850200004,69.91297,2021,0.3962668564554852,Philippines
120.958335741,14.608332850200004,63.18097,2021,0.3589113385760534,Philippines
120.9625024077,14.608332850200004,72.69195,2021,0.4116872719451738,Philippines
120.958335741,14.604166183500002,101.660835,2021,0.5724341081847316,Philippines
120.9625024077,14.604166183500002,81.38669,2021,0.4599339320056329,Philippines
120.9666690744,14.604166183500002,62.440346,2021,0.3548016545187247,Philippines
120.9500024076,14.599999516800002,153.39136,2021,0.859484100987746,Philippines
120.9541690743,14.599999516800002,178.71434,2021,1.0,Philippines
120.958335741,14.599999516800002,101.83954,2021,0.57342573293557,Philippines
120.9625024077,14.599999516800002,60.193108,2021,0.342331847731984,Philippines
120.9666690744,14.599999516800002,52.609257,2021,0.3002494529569622,Philippines
120.9458357409,14.595832850100004,108.99162,2021,0.6131122528873119,Philippines
120.9500024076,14.595832850100004,121.539566,2021,0.682740152642681,Philippines
120.9666690744,14.591666183400005,82.78556,2021,0.4676961888826383,Philippines
120.9708357411,14.591666183400005,63.857895,2021,0.3626675601952652,Philippines
120.9791690745,14.591666183400005,63.074955,2021,0.3583230668547242,Philippines
120.9833357412,14.591666183400005,65.94452,2021,0.3742461337982316,Philippines
120.9625024077,14.587499516700005,60.545494,2021,0.3442872193189509,Philippines
120.9666690744,14.587499516700005,110.65921,2021,0.6223656230686193,Philippines
120.9708357411,14.587499516700005,104.594894,2021,0.588715048980009,Philippines
120.9750024078,14.587499516700005,61.210712,2021,0.3479784794040252,Philippines
120.9791690745,14.587499516700005,59.623104,2021,0.3391689251809817,Philippines
120.9833357412,14.587499516700005,78.4608,2021,0.4436983205664988,Philippines
121.0625024085,14.587499516700005,58.443157,2021,0.3326214606451407,Philippines
120.9708357411,14.58333285,102.83568,2021,0.5789532619879195,Philippines
120.9750024078,14.58333285,64.41501,2021,0.3657589623556039,Philippines
120.9791690745,14.58333285,56.63384,2021,0.3225816547118281,Philippines
120.9833357412,14.58333285,68.57643,2021,0.388850465506796,Philippines
120.9875024079,14.58333285,58.0035,2021,0.330181826817999,Philippines
121.0625024085,14.58333285,53.880863,2021,0.307305528516765,Philippines
120.9833357412,14.579166183300003,59.98565,2021,0.3411806740795433,Philippines
120.9875024079,14.579166183300003,58.023487,2021,0.3302927336415071,Philippines
121.0625024085,14.574999516600002,57.34237,2021,0.3265132508323144,Philippines
121.0666690752,14.574999516600002,60.935966,2021,0.3464539281391259,Philippines
121.0208357415,14.570832849900002,52.785194,2021,0.3012257182197598,Philippines
121.0666690752,14.570832849900002,54.663433,2021,0.3116479687465492,Philippines
121.0083357414,14.566666183200002,58.504368,2021,0.3329611173006543,Philippines
121.0125024081,14.566666183200002,60.666653,2021,0.3449595243086649,Philippines
121.0041690747,14.562499516500004,53.027275,2021,0.3025690130985137,Philippines
121.0083357414,14.562499516500004,59.245193,2021,0.3370719166965292,Philippines
121.0125024081,14.562499516500004,57.920605,2021,0.3297218467742356,Philippines
121.041669075,14.562499516500004,54.528038,2021,0.310896668933227,Philippines
121.0458357417,14.562499516500004,60.56156,2021,0.344376368717384,Philippines
121.0500024084,14.562499516500004,65.75276,2021,0.3731820675313629,Philippines
121.0541690751,14.562499516500004,57.728054,2021,0.3286533912895056,Philippines
121.0083357414,14.558332849800005,56.646046,2021,0.3226493851710136,Philippines
121.0125024081,14.558332849800005,55.451195,2021,0.3160192191143058,Philippines
121.041669075,14.558332849800005,54.78657,2021,0.3123312495553905,Philippines
121.0458357417,14.558332849800005,64.615204,2021,0.3668698284498337,Philippines
121.0500024084,14.558332849800005,90.09972,2021,0.5082820823248583,Philippines
121.0541690751,14.558332849800005,93.79584,2021,0.5287916599755602,Philippines
121.0583357418,14.558332849800005,67.53964,2021,0.383097371718588,Philippines
121.0958357421,14.558332849800005,60.843483,2021,0.345940744782019,Philippines
121.0083357414,14.5541661831,54.75007,2021,0.3121287129536972,Philippines
121.0125024081,14.5541661831,53.69182,2021,0.3062565387415896,Philippines
121.0458357417,14.5541661831,68.57218,2021,0.3888268824778317,Philippines
121.0500024084,14.5541661831,107.37886,2021,0.6041631315243837,Philippines
121.0541690751,14.5541661831,91.89519,2021,0.5182450519753312,Philippines
121.0583357418,14.5541661831,65.54477,2021,0.3720279418385906,Philippines
121.0958357421,14.5541661831,80.65936,2021,0.4558980156629045,Philippines
121.1000024088,14.5541661831,62.61308,2021,0.3557601465011052,Philippines
121.0458357417,14.549999516400003,66.34251,2021,0.3764545596094074,Philippines
121.0500024084,14.549999516400003,103.2674,2021,0.5813488538148518,Philippines
121.0541690751,14.549999516400003,85.0034,2021,0.480002867696322,Philippines
121.0583357418,14.549999516400003,59.739296,2021,0.3398136685460214,Philippines
121.0583357418,14.545832849700002,57.437027,2021,0.3270384976023551,Philippines
121.0625024085,14.545832849700002,57.291862,2021,0.3262329845671549,Philippines
120.9833357412,14.541666183000004,53.970547,2021,0.3078031803684435,Philippines
120.9875024079,14.541666183000004,65.73986,2021,0.3731104861022713,Philippines
120.9916690746,14.541666183000004,69.31604,2021,0.3929545229308611,Philippines
121.0583357418,14.541666183000004,55.80404,2021,0.3179771376684008,Philippines
121.0625024085,14.541666183000004,54.194088,2021,0.3090435977514331,Philippines
120.9833357412,14.537499516300002,63.34216,2021,0.3598057735028189,Philippines
120.9875024079,14.537499516300002,103.17467,2021,0.580834299867591,Philippines
120.9916690746,14.537499516300002,132.52429,2021,0.7436938148207296,Philippines
120.9958357413,14.537499516300002,71.8226,2021,0.4068632940086787,Philippines
121.0625024085,14.537499516300002,52.992313,2021,0.3023750107788315,Philippines
120.9833357412,14.533332849600002,55.81308,2021,0.3180273001582449,Philippines
120.9875024079,14.533332849600002,111.34467,2021,0.6261692049589395,Philippines
120.9916690746,14.533332849600002,141.40697,2021,0.7929833441667296,Philippines
120.9958357413,14.533332849600002,83.372604,2021,0.4709536655074174,Philippines
120.9875024079,14.529166182900005,71.319244,2021,0.4040701977434204,Philippines
120.9916690746,14.529166182900005,105.696785,2021,0.594829384831418,Philippines
120.9958357413,14.529166182900005,60.12949,2021,0.3419788347586546,Philippines
120.6041690715,14.5249995162,58.712822,2021,0.3341178177052947,Philippines
120.9833357412,14.5249995162,68.34055,2021,0.387541579654538,Philippines
120.9875024079,14.5249995162,111.61604,2021,0.6276750229754192,Philippines
120.9916690746,14.5249995162,140.16109,2021,0.7860700208429585,Philippines
120.9958357413,14.5249995162,90.03096,2021,0.507900536660956,Philippines
121.000002408,14.5249995162,56.36741,2021,0.3211032484984269,Philippines
121.0041690747,14.5249995162,59.85285,2021,0.3404437737862592,Philippines
121.0083357414,14.5249995162,60.100044,2021,0.341815440436094,Philippines
121.0125024081,14.5249995162,60.109837,2021,0.3418697812837757,Philippines
120.6000024048,14.520832849500003,57.52034,2021,0.3275007971063789,Philippines
120.6041690715,14.520832849500003,61.842293,2021,0.3514830895255061,Philippines
120.9833357412,14.520832849500003,92.02978,2021,0.5189918848855203,Philippines
120.9875024079,14.520832849500003,106.866295,2021,0.6013189349970707,Philippines
120.9916690746,14.520832849500003,116.145096,2021,0.6528065191704501,Philippines
120.9958357413,14.520832849500003,80.001884,2021,0.4522497155331813,Philippines
121.000002408,14.520832849500003,58.34743,2021,0.332090276500749,Philippines
121.0041690747,14.520832849500003,60.078884,2021,0.3416980246965919,Philippines
121.0083357414,14.520832849500003,53.29873,2021,0.3040753027755727,Philippines
121.0125024081,14.520832849500003,72.03906,2021,0.4080644192909399,Philippines
121.0166690748,14.520832849500003,77.671265,2021,0.4393172319139531,Philippines
120.9791690745,14.516666182800002,55.516647,2021,0.3163824088582518,Philippines
120.9833357412,14.516666182800002,80.160614,2021,0.4531305000478874,Philippines
120.9875024079,14.516666182800002,63.571415,2021,0.3610778975746325,Philippines
121.000002408,14.516666182800002,52.935722,2021,0.302060990263039,Philippines
121.0041690747,14.516666182800002,55.42821,2021,0.3158916765447189,Philippines
121.0125024081,14.516666182800002,65.387276,2021,0.3711540158236021,Philippines
121.0166690748,14.516666182800002,75.47367,2021,0.4271228915523593,Philippines
121.0208357415,14.516666182800002,66.18148,2021,0.3755610125143204,Philippines
120.9791690745,14.512499516100004,65.79092,2021,0.3733938153867223,Philippines
120.9833357412,14.512499516100004,65.56947,2021,0.3721650008539831,Philippines
121.0083357414,14.512499516100004,67.52923,2021,0.3830396071699954,Philippines
121.0125024081,14.512499516100004,90.183014,2021,0.5087442763988704,Philippines
121.0166690748,14.512499516100004,67.057076,2021,0.3804196491799709,Philippines
121.0041690747,14.508332849400002,68.71693,2021,0.3896300926996154,Philippines
121.0083357414,14.508332849400002,81.23232,2021,0.45907734090417,Philippines
121.0125024081,14.508332849400002,96.23416,2021,0.5423217708424314,Philippines
