longitude,latitude,light_intensity,normalized_light_intensity,country,geometry,radiance_change
120.2333357352,22.9916662506,83.72371,0.3250020758141276,Taiwan,POINT (120.2333357352 22.9916662506),7.1358649999999955
120.1791690681,22.9958329173,79.38276,0.3081512009424176,Taiwan,POINT (120.1791690681 22.9958329173),-2.1680750000000018
120.1833357348,22.9958329173,88.376816,0.3430646904424471,Taiwan,POINT (120.1833357348 22.9958329173),-3.685053999999994
120.1875024015,22.9958329173,98.84818,0.383712853747744,Taiwan,POINT (120.1875024015 22.9958329173),-2.394760000000005
120.1916690682,22.9958329173,108.75891,0.4221847253696938,Taiwan,POINT (120.1916690682 22.9958329173),5.714089999999999
120.1958357349,22.9958329173,118.908966,0.461585622315489,Taiwan,POINT (120.1958357349 22.9958329173),2.488151000000002
120.2000024016,22.9958329173,123.78175,0.4805009918684372,Taiwan,POINT (120.2000024016 22.9958329173),6.7318500000000085
120.2041690683,22.9958329173,113.3826,0.4401331517822479,Taiwan,POINT (120.2041690683 22.9958329173),6.696213999999998
120.208335735,22.9958329173,101.72159,0.3948669726307352,Taiwan,POINT (120.208335735 22.9958329173),3.3944639999999993
120.2125024017,22.9958329173,92.037025,0.3572730374317713,Taiwan,POINT (120.2125024017 22.9958329173),4.494344999999996
120.2166690684,22.9958329173,78.609184,0.3051483024110459,Taiwan,POINT (120.2166690684 22.9958329173),2.3735240000000033
120.2333357352,22.9958329173,81.35253,0.3157975336106235,Taiwan,POINT (120.2333357352 22.9958329173),4.490340000000003
120.1791690681,22.999999584,81.29465,0.3155728526911071,Taiwan,POINT (120.1791690681 22.999999584),4.572510000000008
120.1833357348,22.999999584,98.92301,0.38400333186121,Taiwan,POINT (120.1833357348 22.999999584),2.7312760000000083
120.1875024015,22.999999584,106.76074,0.4144281484355193,Taiwan,POINT (120.1875024015 22.999999584),7.411460000000005
120.1916690682,22.999999584,103.22921,0.4007193127807225,Taiwan,POINT (120.1916690682 22.999999584),11.095344999999995
120.1958357349,22.999999584,107.803024,0.4184741285239297,Taiwan,POINT (120.1958357349 22.999999584),8.436263999999994
120.2000024016,22.999999584,114.56077,0.4447066196285956,Taiwan,POINT (120.2000024016 22.999999584),8.320765000000009
120.2041690683,22.999999584,108.31702,0.4204693789369867,Taiwan,POINT (120.2041690683 22.999999584),10.140383999999997
120.208335735,22.999999584,98.95723,0.3841361684380215,Taiwan,POINT (120.208335735 22.999999584),7.037559999999999
120.2125024017,22.999999584,89.49759,0.3474153561800082,Taiwan,POINT (120.2125024017 22.999999584),7.651859999999999
120.1833357348,23.0041662507,84.11588,0.3265244171445826,Taiwan,POINT (120.1833357348 23.0041662507),-0.43103999999999587
120.1875024015,23.0041662507,99.896805,0.3877834485858203,Taiwan,POINT (120.1875024015 23.0041662507),8.341255000000004
120.1916690682,23.0041662507,91.41852,0.3548720997654708,Taiwan,POINT (120.1916690682 23.0041662507),10.492945000000006
120.1958357349,23.0041662507,89.47252,0.3473180384424084,Taiwan,POINT (120.1958357349 23.0041662507),5.875214999999997
120.2000024016,23.0041662507,91.34594,0.3545903557927946,Taiwan,POINT (120.2000024016 23.0041662507),6.827163999999996
120.2041690683,23.0041662507,88.840904,0.3448662059672658,Taiwan,POINT (120.2041690683 23.0041662507),8.583513999999994
120.208335735,23.0041662507,85.387535,0.3314607788361443,Taiwan,POINT (120.208335735 23.0041662507),6.349541000000002
120.2041690683,23.0124995841,82.77056,0.321302099683564,Taiwan,POINT (120.2041690683 23.0124995841),6.210980000000006
120.1916690682,23.0249995842,77.62348,0.3013219568496955,Taiwan,POINT (120.1916690682 23.0249995842),-0.6509700000000009
120.4083357366,23.8999995912,85.76418,0.3329228545951498,Taiwan,POINT (120.4083357366 23.8999995912),7.729010000000002
120.4125024033,23.8999995912,82.633,0.3207681137248792,Taiwan,POINT (120.4125024033 23.8999995912),3.6440860000000015
120.4083357366,23.9041662579,84.902885,0.329579444910028,Taiwan,POINT (120.4083357366 23.9041662579),7.294605000000004
120.4125024033,23.9041662579,86.96432,0.3375816064740091,Taiwan,POINT (120.4125024033 23.9041662579),4.974959999999996
120.5083357374,23.9124995913,87.70115,0.3404418628998426,Taiwan,POINT (120.5083357374 23.9124995913),-4.888630000000006
120.5125024041,23.9124995913,101.770386,0.395056390912503,Taiwan,POINT (120.5125024041 23.9124995913),-6.358243999999999
120.5166690708,23.9124995913,90.866425,0.3527289551168808,Taiwan,POINT (120.5166690708 23.9124995913),-10.642274999999998
120.5208357375,23.9124995913,82.82672,0.3215201038376766,Taiwan,POINT (120.5208357375 23.9124995913),-12.606020000000001
120.5083357374,23.916666258,90.802,0.3524788675522671,Taiwan,POINT (120.5083357374 23.916666258),0.4990750000000048
120.5125024041,23.916666258,93.39555,0.362546614594625,Taiwan,POINT (120.5125024041 23.916666258),-5.358509999999995
120.5166690708,23.916666258,82.04017,0.3184668423095909,Taiwan,POINT (120.5166690708 23.916666258),-6.735914999999991
120.5083357374,23.9208329247,87.47533,0.3395652657117779,Taiwan,POINT (120.5083357374 23.9208329247),4.381175999999996
120.5125024041,23.9208329247,92.61326,0.3595098897064346,Taiwan,POINT (120.5125024041 23.9208329247),5.096090000000004
120.5125024041,23.9249995914,78.83018,0.3060061736012574,Taiwan,POINT (120.5125024041 23.9249995914),0.8972040000000021
120.6875024055,24.1374995931,85.57214,0.3321773859741422,Taiwan,POINT (120.6875024055 24.1374995931),-2.1335499999999996
120.6916690722,24.1374995931,80.98645,0.3143764694949263,Taiwan,POINT (120.6916690722 24.1374995931),2.924599999999998
120.6875024055,24.1416662598,78.87346,0.306174179651649,Taiwan,POINT (120.6875024055 24.1416662598),-3.7505000000000024
120.6750024054,24.1458329265,80.15149,0.3111352880754483,Taiwan,POINT (120.6750024054 24.1458329265),3.413659999999993
120.6791690721,24.1458329265,85.88574,0.3333947311082184,Taiwan,POINT (120.6791690721 24.1458329265),3.6302900000000022
120.6375024051,24.16666626,77.791664,0.3019748202872895,Taiwan,POINT (120.6375024051 24.16666626),-0.9699559999999963
120.6375024051,24.1708329267,84.61407,0.3284583111890515,Taiwan,POINT (120.6375024051 24.1708329267),2.375950000000003
120.6333357384,24.1749995934,77.92969,0.3025106151835778,Taiwan,POINT (120.6333357384 24.1749995934),0.3805099999999868
120.6375024051,24.1749995934,81.291245,0.3155596350247119,Taiwan,POINT (120.6375024051 24.1749995934),3.747034999999997
121.2208357431,24.9541662663,78.29763,0.3039388995223279,Taiwan,POINT (121.2208357431 24.9541662663),-3.798870000000008
121.2250024098,24.9541662663,82.93485,0.3219398472348311,Taiwan,POINT (121.2250024098 24.9541662663),1.570309999999992
121.2208357431,24.958332933,90.60532,0.3517153871920307,Taiwan,POINT (121.2208357431 24.958332933),-5.705639999999988
121.2250024098,24.958332933,86.341125,0.3351624629764624,Taiwan,POINT (121.2250024098 24.958332933),1.7873909999999995
121.2208357431,24.9624995997,79.68389,0.3093201395273168,Taiwan,POINT (121.2208357431 24.9624995997),-4.931314
121.5666690792,25.0333329336,101.058014,0.3922910765379744,Taiwan,POINT (121.5666690792 25.0333329336),-29.73278599999999
121.5708357459,25.0333329336,91.79657,0.3563396295101695,Taiwan,POINT (121.5708357459 25.0333329336),-8.31855999999999
121.5666690792,25.0374996003,108.98339,0.4230561208916882,Taiwan,POINT (121.5666690792 25.0374996003),-26.123830000000012
121.5708357459,25.0374996003,88.48587,0.343488020660086,Taiwan,POINT (121.5708357459 25.0374996003),-20.107929999999996
121.5083357454,25.041666267,97.7362,0.3793963249142297,Taiwan,POINT (121.5083357454 25.041666267),-5.819410000000005
121.5125024121,25.041666267,87.64501,0.340223936382537,Taiwan,POINT (121.5125024121 25.041666267),0.8969299999999976
121.5083357454,25.0458329337,98.52784,0.382469345009702,Taiwan,POINT (121.5083357454 25.0458329337),-0.48493000000000563
121.5125024121,25.0458329337,95.56883,0.3709829405926646,Taiwan,POINT (121.5125024121 25.0458329337),2.618940000000009
121.5166690788,25.0458329337,88.338165,0.3429146534310403,Taiwan,POINT (121.5166690788 25.0458329337),-1.3345549999999946
121.5208357455,25.0458329337,83.56456,0.3243842809222647,Taiwan,POINT (121.5208357455 25.0458329337),2.4887999999999977
121.5083357454,25.0499996004,84.66217,0.328645027709935,Taiwan,POINT (121.5083357454 25.0499996004),-5.304769999999991
121.5125024121,25.0499996004,95.2483,0.3697386943049559,Taiwan,POINT (121.5125024121 25.0499996004),-9.041889999999995
121.5166690788,25.0499996004,96.57317,0.3748816281307964,Taiwan,POINT (121.5166690788 25.0499996004),-2.80140999999999
121.5208357455,25.0499996004,92.167915,0.3577811315153147,Taiwan,POINT (121.5208357455 25.0499996004),3.3982349999999997
121.5250024122,25.0499996004,87.36091,0.3391211055388155,Taiwan,POINT (121.5250024122 25.0499996004),-1.3338600000000014
121.5291690789,25.0499996004,86.2522,0.334817270323249,Taiwan,POINT (121.5291690789 25.0499996004),1.2129800000000017
121.5333357456,25.0499996004,80.91562,0.3141015187428644,Taiwan,POINT (121.5333357456 25.0499996004),1.8553399999999982
121.5708357459,25.0499996004,78.4291,0.304449245073275,Taiwan,POINT (121.5708357459 25.0499996004),-1.4947499999999962
121.5750024126,25.0499996004,78.54112,0.3048840888293949,Taiwan,POINT (121.5750024126 25.0499996004),-2.6399399999999957
121.5125024121,25.0541662671,82.81614,0.321479033966763,Taiwan,POINT (121.5125024121 25.0541662671),-23.05923399999999
121.5166690788,25.0541662671,83.00667,0.3222186410088405,Taiwan,POINT (121.5166690788 25.0541662671),-13.36448
121.5208357455,25.0541662671,80.78739,0.3136037503546546,Taiwan,POINT (121.5208357455 25.0541662671),-0.2947499999999934
121.5250024122,25.0541662671,78.30575,0.3039704200659781,Taiwan,POINT (121.5250024122 25.0541662671),-1.8867899999999906
121.5750024126,25.0541662671,77.74368,0.3017885540598867,Taiwan,POINT (121.5750024126 25.0541662671),-0.04994500000000812
121.5791690793,25.0541662671,77.48663,0.3007907269976601,Taiwan,POINT (121.5791690793 25.0541662671),-3.5648399999999896
121.4875024119,25.0583329338,87.850525,0.3410217128022745,Taiwan,POINT (121.4875024119 25.0583329338),10.085251
121.2333357432,25.0708329339,89.76592,0.3484569704013943,Taiwan,POINT (121.2333357432 25.0708329339),-22.224444000000005
121.2291690765,25.0749996006,112.65082,0.437292498650187,Taiwan,POINT (121.2291690765 25.0749996006),27.111254000000002
121.2333357432,25.0749996006,189.42072,0.7353009942130687,Taiwan,POINT (121.2333357432 25.0749996006),26.881959999999992
121.2375024099,25.0749996006,196.1805,0.7615413809810085,Taiwan,POINT (121.2375024099 25.0749996006),15.087510000000009
121.2416690766,25.0749996006,138.47475,0.537536872145804,Taiwan,POINT (121.2416690766 25.0749996006),1.3468200000000081
121.2291690765,25.0791662673,99.377426,0.3857673022261539,Taiwan,POINT (121.2291690765 25.0791662673),23.248406000000003
121.2333357432,25.0791662673,195.83171,0.7601874338849802,Taiwan,POINT (121.2333357432 25.0791662673),20.14935
121.2375024099,25.0791662673,257.60977,1.0,Taiwan,POINT (121.2375024099 25.0791662673),4.554210000000012
121.2416690766,25.0791662673,219.42119,0.8517580292082865,Taiwan,POINT (121.2416690766 25.0791662673),10.02673999999999
121.2458357433,25.0791662673,86.47675,0.3356889375740678,Taiwan,POINT (121.2458357433 25.0791662673),4.313289999999995
121.2333357432,25.083332934,117.625626,0.4566039013194258,Taiwan,POINT (121.2333357432 25.083332934),19.569835999999995
121.2375024099,25.083332934,216.55983,0.8406506865015251,Taiwan,POINT (121.2375024099 25.083332934),63.13986
121.2416690766,25.083332934,191.10382,0.7418345197078511,Taiwan,POINT (121.2416690766 25.083332934),41.97919000000002
121.2458357433,25.083332934,91.142525,0.3538007312377942,Taiwan,POINT (121.2458357433 25.083332934),11.475755000000007
121.5541690791,25.083332934,81.63471,0.316892911320871,Taiwan,POINT (121.5541690791 25.083332934),5.439610000000002
121.2416690766,25.0874996007,112.483055,0.4366412617037,Taiwan,POINT (121.2416690766 25.0874996007),7.963414999999998
121.2458357433,25.0874996007,88.70336,0.3443322821180268,Taiwan,POINT (121.2458357433 25.0874996007),4.785089999999997
121.2458357433,25.0916662674,86.20393,0.3346298938895058,Taiwan,POINT (121.2458357433 25.0916662674),5.507769999999994
121.25000241,25.0916662674,83.00973,0.3222305194403146,Taiwan,POINT (121.25000241 25.0916662674),4.154893999999999
121.2375024099,25.0958329341,99.60903,0.3866663519788088,Taiwan,POINT (121.2375024099 25.0958329341),-12.076709999999991
121.2416690766,25.0958329341,115.25821,0.4474139703630029,Taiwan,POINT (121.2416690766 25.0958329341),8.031800000000004
121.2416690766,25.0999996008,84.035095,0.3262108226718264,Taiwan,POINT (121.2416690766 25.0999996008),-9.148655000000005
139.70416922430005,35.6916663522,356.51028,0.5005674286212043,Japan,POINT (139.70416922430005 35.6916663522),27.56286
139.70416922430005,35.695833018900004,410.80008,0.5764750410684207,Japan,POINT (139.70416922430005 35.695833018900004),16.466610000000003
141.50416923870006,40.5333330576,713.7089,1.0,Japan,POINT (141.50416923870006 40.5333330576),167.49869999999999
141.50833590540006,40.5333330576,374.64703,0.525926103548208,Japan,POINT (141.50833590540006 40.5333330576),-76.82715000000002
141.50416923870006,40.537499724300005,466.88937,0.65489868764217,Japan,POINT (141.50416923870006 40.537499724300005),60.85156999999998
