longitude,latitude,light_intensity,normalized_light_intensity,country,geometry,radiance_change
121.0625024085,14.541666183000004,54.194088,0.3090435977514331,Philippines,POINT (121.0625024085 14.541666183000004),-4.345031999999996
121.0583357418,14.545832849700002,57.437027,0.3270384976023551,Philippines,POINT (121.0583357418 14.545832849700002),-3.232571
121.0625024085,14.545832849700002,57.291862,0.3262329845671549,Philippines,POINT (121.0625024085 14.545832849700002),-1.3719600000000014
121.0458357417,14.549999516400003,66.34251,0.3764545596094074,Philippines,POINT (121.0458357417 14.549999516400003),-9.060603999999998
121.0500024084,14.549999516400003,103.2674,0.5813488538148518,Philippines,POINT (121.0500024084 14.549999516400003),4.841854999999995
121.0541690751,14.549999516400003,85.0034,0.480002867696322,Philippines,POINT (121.0541690751 14.549999516400003),6.9650199999999955
121.0583357418,14.549999516400003,59.739296,0.3398136685460214,Philippines,POINT (121.0583357418 14.549999516400003),1.7040020000000027
121.0083357414,14.5541661831,54.75007,0.3121287129536972,Philippines,POINT (121.0083357414 14.5541661831),4.246225000000003
121.0125024081,14.5541661831,53.69182,0.3062565387415896,Philippines,POINT (121.0125024081 14.5541661831),2.013376000000001
121.0458357417,14.5541661831,68.57218,0.3888268824778317,Philippines,POINT (121.0458357417 14.5541661831),-7.533754000000002
121.0500024084,14.5541661831,107.37886,0.6041631315243837,Philippines,POINT (121.0500024084 14.5541661831),-2.350075000000004
121.0541690751,14.5541661831,91.89519,0.5182450519753312,Philippines,POINT (121.0541690751 14.5541661831),3.3383050000000054
121.0583357418,14.5541661831,65.54477,0.3720279418385906,Philippines,POINT (121.0583357418 14.5541661831),0.1388560000000041
121.0083357414,14.558332849800005,56.646046,0.3226493851710136,Philippines,POINT (121.0083357414 14.558332849800005),5.192481999999998
121.0125024081,14.558332849800005,55.451195,0.3160192191143058,Philippines,POINT (121.0125024081 14.558332849800005),-0.3614999999999995
121.041669075,14.558332849800005,54.78657,0.3123312495553905,Philippines,POINT (121.041669075 14.558332849800005),2.0973569999999953
121.0458357417,14.558332849800005,64.615204,0.3668698284498337,Philippines,POINT (121.0458357417 14.558332849800005),-1.0825459999999936
121.0500024084,14.558332849800005,90.09972,0.5082820823248583,Philippines,POINT (121.0500024084 14.558332849800005),14.012516000000005
121.0541690751,14.558332849800005,93.79584,0.5287916599755602,Philippines,POINT (121.0541690751 14.558332849800005),10.343909999999994
121.0583357418,14.558332849800005,67.53964,0.383097371718588,Philippines,POINT (121.0583357418 14.558332849800005),3.210010000000011
121.0083357414,14.562499516500004,59.245193,0.3370719166965292,Philippines,POINT (121.0083357414 14.562499516500004),1.0038029999999978
121.0125024081,14.562499516500004,57.920605,0.3297218467742356,Philippines,POINT (121.0125024081 14.562499516500004),-6.731604999999995
121.041669075,14.562499516500004,54.528038,0.310896668933227,Philippines,POINT (121.041669075 14.562499516500004),3.0723780000000005
121.0458357417,14.562499516500004,60.56156,0.344376368717384,Philippines,POINT (121.0458357417 14.562499516500004),0.4977299999999971
121.0500024084,14.562499516500004,65.75276,0.3731820675313629,Philippines,POINT (121.0500024084 14.562499516500004),9.257129999999997
121.0541690751,14.562499516500004,57.728054,0.3286533912895056,Philippines,POINT (121.0541690751 14.562499516500004),6.026279000000002
121.0083357414,14.566666183200002,58.504368,0.3329611173006543,Philippines,POINT (121.0083357414 14.566666183200002),0.2634180000000015
121.0125024081,14.566666183200002,60.666653,0.3449595243086649,Philippines,POINT (121.0125024081 14.566666183200002),-5.352936999999997
121.0208357415,14.570832849900002,52.785194,0.3012257182197598,Philippines,POINT (121.0208357415 14.570832849900002),-5.514748000000004
121.0666690752,14.570832849900002,54.663433,0.3116479687465492,Philippines,POINT (121.0666690752 14.570832849900002),4.927862999999995
121.0625024085,14.574999516600002,57.34237,0.3265132508323144,Philippines,POINT (121.0625024085 14.574999516600002),-2.144991999999995
121.0666690752,14.574999516600002,60.935966,0.3464539281391259,Philippines,POINT (121.0666690752 14.574999516600002),3.9386209999999977
120.9833357412,14.579166183300003,59.98565,0.3411806740795433,Philippines,POINT (120.9833357412 14.579166183300003),0.01885300000000001
120.9708357411,14.58333285,102.83568,0.5789532619879195,Philippines,POINT (120.9708357411 14.58333285),29.168374999999997
120.9750024078,14.58333285,64.41501,0.3657589623556039,Philippines,POINT (120.9750024078 14.58333285),7.585149999999999
120.9791690745,14.58333285,56.63384,0.3225816547118281,Philippines,POINT (120.9791690745 14.58333285),-2.0307030000000026
120.9833357412,14.58333285,68.57643,0.388850465506796,Philippines,POINT (120.9833357412 14.58333285),-2.9646159999999924
120.9875024079,14.58333285,58.0035,0.330181826817999,Philippines,POINT (120.9875024079 14.58333285),6.756872000000001
121.0625024085,14.58333285,53.880863,0.307305528516765,Philippines,POINT (121.0625024085 14.58333285),-11.521127
120.9625024077,14.587499516700005,60.545494,0.3442872193189509,Philippines,POINT (120.9625024077 14.587499516700005),6.052990000000001
120.9666690744,14.587499516700005,110.65921,0.6223656230686193,Philippines,POINT (120.9666690744 14.587499516700005),26.597336
120.9708357411,14.587499516700005,104.594894,0.588715048980009,Philippines,POINT (120.9708357411 14.587499516700005),28.861487999999994
120.9833357412,14.587499516700005,78.4608,0.4436983205664988,Philippines,POINT (120.9833357412 14.587499516700005),16.892353000000007
121.0625024085,14.587499516700005,58.443157,0.3326214606451407,Philippines,POINT (121.0625024085 14.587499516700005),-2.5699460000000016
120.9666690744,14.591666183400005,82.78556,0.4676961888826383,Philippines,POINT (120.9666690744 14.591666183400005),16.36537
120.9708357411,14.591666183400005,63.857895,0.3626675601952652,Philippines,POINT (120.9708357411 14.591666183400005),6.0079080000000005
120.9458357409,14.595832850100004,108.99162,0.6131122528873119,Philippines,POINT (120.9458357409 14.595832850100004),23.714669999999998
120.9500024076,14.595832850100004,121.539566,0.682740152642681,Philippines,POINT (120.9500024076 14.595832850100004),7.798945999999987
120.9500024076,14.599999516800002,153.39136,0.859484100987746,Philippines,POINT (120.9500024076 14.599999516800002),11.102919999999983
120.9541690743,14.599999516800002,178.71434,1.0,Philippines,POINT (120.9541690743 14.599999516800002),57.564949999999996
120.958335741,14.599999516800002,101.83954,0.57342573293557,Philippines,POINT (120.958335741 14.599999516800002),34.43954599999999
120.9625024077,14.599999516800002,60.193108,0.342331847731984,Philippines,POINT (120.9625024077 14.599999516800002),0.10665600000000097
120.9666690744,14.599999516800002,52.609257,0.3002494529569622,Philippines,POINT (120.9666690744 14.599999516800002),1.1181640000000002
120.958335741,14.604166183500002,101.660835,0.5724341081847316,Philippines,POINT (120.958335741 14.604166183500002),31.753265
120.9625024077,14.604166183500002,81.38669,0.4599339320056329,Philippines,POINT (120.9625024077 14.604166183500002),7.811810000000008
120.9666690744,14.604166183500002,62.440346,0.3548016545187247,Philippines,POINT (120.9666690744 14.604166183500002),4.365496
120.9500024076,14.608332850200004,69.91297,0.3962668564554852,Philippines,POINT (120.9500024076 14.608332850200004),-3.972769999999997
120.958335741,14.608332850200004,63.18097,0.3589113385760534,Philippines,POINT (120.958335741 14.608332850200004),-7.782879999999992
120.9625024077,14.608332850200004,72.69195,0.4116872719451738,Philippines,POINT (120.9625024077 14.608332850200004),0.34426000000000556
120.958335741,14.612499516900002,86.06032,0.4858676618076009,Philippines,POINT (120.958335741 14.612499516900002),-3.470169999999996
120.9625024077,14.612499516900002,61.57357,0.3499919595743602,Philippines,POINT (120.9625024077 14.612499516900002),-5.518800000000006
120.958335741,14.616666183600003,90.95021,0.5130014071022317,Philippines,POINT (120.958335741 14.616666183600003),1.9885249999999957
120.9625024077,14.616666183600003,57.60545,0.3279730680699438,Philippines,POINT (120.9625024077 14.616666183600003),1.2941099999999963
121.0541690751,14.620832850300005,53.87277,0.3072606208806691,Philippines,POINT (121.0541690751 14.620832850300005),-6.877367
120.9666690744,14.754166184700004,62.404034,0.3546001611192539,Philippines,POINT (120.9666690744 14.754166184700004),7.072831000000001
120.1000024008,16.124999529000004,63.61193,0.3613027132025121,Philippines,POINT (120.1000024008 16.124999529000004),4.254344000000003
120.4083357366,22.4916662466,80.646805,0.3130580218289081,Taiwan,POINT (120.4083357366 22.4916662466),-3.7403850000000034
120.4125024033,22.4916662466,78.73789,0.3056479185552628,Taiwan,POINT (120.4125024033 22.4916662466),-7.700840000000014
120.4083357366,22.4958329133,80.118004,0.3110053007694545,Taiwan,POINT (120.4083357366 22.4958329133),-2.8021619999999956
120.4125024033,22.4958329133,92.117546,0.3575856070986749,Taiwan,POINT (120.4125024033 22.4958329133),-5.937184000000002
120.4125024033,22.49999958,82.68296,0.3209620504688156,Taiwan,POINT (120.4125024033 22.49999958),1.0009099999999904
120.3583357362,22.5291662469,82.1127,0.3187483921902496,Taiwan,POINT (120.3583357362 22.5291662469),-0.45847499999999286
120.3625024029,22.5291662469,79.54038,0.3087630566185436,Taiwan,POINT (120.3625024029 22.5291662469),3.3566199999999924
120.3458357361,22.5333329136,80.43,0.3122164194316077,Taiwan,POINT (120.3458357361 22.5333329136),-1.5371899999999954
120.3583357362,22.5333329136,80.56149,0.3127268426193618,Taiwan,POINT (120.3583357362 22.5333329136),2.3540899999999993
120.3625024029,22.5333329136,81.9011,0.3179269947719762,Taiwan,POINT (120.3625024029 22.5333329136),0.12896999999999537
120.3291690693,22.5374995803,103.6058,0.4021811750385088,Taiwan,POINT (120.3291690693 22.5374995803),7.498100000000008
120.333335736,22.5374995803,85.40041,0.3315107575306634,Taiwan,POINT (120.333335736 22.5374995803),3.1439299999999974
120.3458357361,22.5374995803,89.09187,0.3458404159127971,Taiwan,POINT (120.3458357361 22.5374995803),9.122524999999996
120.3500024028,22.5374995803,90.43623,0.3510590068070787,Taiwan,POINT (120.3500024028 22.5374995803),12.65097999999999
120.3541690695,22.5374995803,94.41718,0.3665124191524258,Taiwan,POINT (120.3541690695 22.5374995803),11.431170000000009
120.3583357362,22.5374995803,98.4817,0.3822902368959065,Taiwan,POINT (120.3583357362 22.5374995803),7.102730000000008
120.3625024029,22.5374995803,83.7986,0.3252927868380146,Taiwan,POINT (120.3625024029 22.5374995803),6.833439999999996
120.3250024026,22.541666247,102.69916,0.3986617433026705,Taiwan,POINT (120.3250024026 22.541666247),-2.42833499999999
120.3291690693,22.541666247,123.15262,0.4780588096484073,Taiwan,POINT (120.3291690693 22.541666247),17.548010000000005
120.3458357361,22.541666247,83.16101,0.3228177642486152,Taiwan,POINT (120.3458357361 22.541666247),6.822680000000005
120.3500024028,22.541666247,92.523544,0.3591616265175035,Taiwan,POINT (120.3500024028 22.541666247),3.7254939999999976
120.3541690695,22.541666247,100.71213,0.3909484100700062,Taiwan,POINT (120.3541690695 22.541666247),8.138180000000006
120.3583357362,22.541666247,99.79011,0.3873692756295694,Taiwan,POINT (120.3583357362 22.541666247),17.487505
120.3250024026,22.5458329137,108.62098,0.4216493031300792,Taiwan,POINT (120.3250024026 22.5458329137),6.224595000000008
120.3291690693,22.5458329137,96.96354,0.3763969821486195,Taiwan,POINT (120.3291690693 22.5458329137),10.282753999999997
120.3541690695,22.5458329137,87.12325,0.3381985473609948,Taiwan,POINT (120.3541690695 22.5458329137),8.712239999999994
120.3166690692,22.5541662471,88.532036,0.3436672297017306,Taiwan,POINT (120.3166690692 22.5541662471),-7.104903999999991
120.3125024025,22.5583329138,111.95805,0.4346032761102189,Taiwan,POINT (120.3125024025 22.5583329138),-8.073734000000002
120.3166690692,22.5583329138,131.25444,0.5095087814410143,Taiwan,POINT (120.3166690692 22.5583329138),-5.0611100000000135
120.3083357358,22.5624995805,89.21018,0.3462996764447248,Taiwan,POINT (120.3083357358 22.5624995805),1.8028159999999929
120.3125024025,22.5624995805,103.138084,0.4003655761968965,Taiwan,POINT (120.3125024025 22.5624995805),19.537524000000005
120.3041690691,22.5666662472,84.38534,0.3275704178455654,Taiwan,POINT (120.3041690691 22.5666662472),-6.69229
120.3083357358,22.5666662472,110.18046,0.4277029555206698,Taiwan,POINT (120.3083357358 22.5666662472),18.569869999999995
120.3416690694,22.5666662472,78.164345,0.3034215084311437,Taiwan,POINT (120.3416690694 22.5666662472),-2.991050999999999
120.3458357361,22.5666662472,77.96375,0.3026428306659331,Taiwan,POINT (120.3458357361 22.5666662472),-1.1859599999999944
120.3041690691,22.5708329139,84.01487,0.3261323124507272,Taiwan,POINT (120.3041690691 22.5708329139),0.05601000000000056
120.3375024027,22.5708329139,82.40351,0.3198772701827263,Taiwan,POINT (120.3375024027 22.5708329139),4.618560000000002
120.3416690694,22.5708329139,102.280975,0.397038415895484,Taiwan,POINT (120.3416690694 22.5708329139),6.6335049999999995
120.3458357361,22.5708329139,100.53004,0.3902415657604911,Taiwan,POINT (120.3458357361 22.5708329139),14.797359999999998
120.3041690691,22.6124995809,98.66909,0.383017654959282,Taiwan,POINT (120.3041690691 22.6124995809),6.549155999999996
120.3083357358,22.6124995809,87.44756,0.3394574670052304,Taiwan,POINT (120.3083357358 22.6124995809),4.5141339999999985
120.3041690691,22.6166662476,99.14364,0.384859782297853,Taiwan,POINT (120.3041690691 22.6166662476),7.977654999999999
120.3000024024,22.6208329143,93.88424,0.3644436311557593,Taiwan,POINT (120.3000024024 22.6208329143),5.812104000000005
120.3041690691,22.6208329143,88.7288,0.3444310361365564,Taiwan,POINT (120.3041690691 22.6208329143),6.050340000000006
120.2958357357,22.624999581,89.400925,0.347040118082478,Taiwan,POINT (120.2958357357 22.624999581),1.2022249999999985
120.3000024024,22.624999581,94.530205,0.3669511641580985,Taiwan,POINT (120.3000024024 22.624999581),4.655985000000001
120.3041690691,22.624999581,86.263435,0.3348608827995925,Taiwan,POINT (120.3041690691 22.624999581),2.744429999999994
120.291669069,22.6291662477,82.288376,0.3194303383757533,Taiwan,POINT (120.291669069 22.6291662477),1.9349160000000012
120.2958357357,22.6291662477,103.94914,0.403513966104624,Taiwan,POINT (120.2958357357 22.6291662477),3.3466899999999953
120.3000024024,22.6291662477,105.13368,0.4081121612740075,Taiwan,POINT (120.3000024024 22.6291662477),5.270344999999992
120.3041690691,22.6291662477,96.70245,0.3753834724513747,Taiwan,POINT (120.3041690691 22.6291662477),6.165980000000005
120.3083357358,22.6291662477,81.652596,0.3169623419173892,Taiwan,POINT (120.3083357358 22.6291662477),5.687415999999999
120.2958357357,22.6333329144,103.34335,0.4011623860383866,Taiwan,POINT (120.2958357357 22.6333329144),14.226839999999996
120.3000024024,22.6333329144,107.63212,0.417810706480581,Taiwan,POINT (120.3000024024 22.6333329144),6.944124000000002
120.3041690691,22.6333329144,100.878296,0.3915934399537719,Taiwan,POINT (120.3041690691 22.6333329144),2.732746000000006
120.3000024024,22.6374995811,95.559395,0.3709463154289528,Taiwan,POINT (120.3000024024 22.6374995811),14.226434999999995
120.3041690691,22.6374995811,100.05345,0.388391519467604,Taiwan,POINT (120.3041690691 22.6374995811),15.513689999999997
120.3375024027,22.6958329149,94.80353,0.3680121681720378,Taiwan,POINT (120.3375024027 22.6958329149),-7.939779999999999
120.333335736,22.6999995816,109.10852,0.4235418555748099,Taiwan,POINT (120.333335736 22.6999995816),12.092659999999995
120.3375024027,22.6999995816,149.40141,0.5799524218355537,Taiwan,POINT (120.3375024027 22.6999995816),18.251509999999996
120.3416690694,22.6999995816,116.24689,0.4512518682812378,Taiwan,POINT (120.3416690694 22.6999995816),25.43016999999999
120.3375024027,22.7041662483,94.617096,0.367288461148038,Taiwan,POINT (120.3375024027 22.7041662483),12.296051000000006
120.2250024018,22.9749995838,84.802185,0.3291885435866815,Taiwan,POINT (120.2250024018 22.9749995838),7.0973849999999885
120.1875024015,22.9791662505,80.929085,0.3141537877231907,Taiwan,POINT (120.1875024015 22.9791662505),4.036949000000007
120.1916690682,22.9791662505,84.80237,0.3291892617271464,Taiwan,POINT (120.1916690682 22.9791662505),3.6666000000000025
120.1958357349,22.9791662505,92.65299,0.3596641152235802,Taiwan,POINT (120.1958357349 22.9791662505),7.626750000000001
120.2000024016,22.9791662505,94.57609,0.3671292824026044,Taiwan,POINT (120.2000024016 22.9791662505),13.365409999999997
120.2250024018,22.9791662505,88.10108,0.3419943273114214,Taiwan,POINT (120.2250024018 22.9791662505),7.0014599999999945
120.2291690685,22.9791662505,90.05476,0.3495782011683795,Taiwan,POINT (120.2291690685 22.9791662505),8.616794999999996
120.1875024015,22.9833329172,86.050896,0.3340358403332295,Taiwan,POINT (120.1875024015 22.9833329172),4.661245999999991
120.1916690682,22.9833329172,91.413956,0.3548543830461088,Taiwan,POINT (120.1916690682 22.9833329172),6.606245999999999
120.1958357349,22.9833329172,94.026,0.3649939208439182,Taiwan,POINT (120.1958357349 22.9833329172),5.502459999999999
120.2000024016,22.9833329172,84.98131,0.3298838782395558,Taiwan,POINT (120.2000024016 22.9833329172),4.588939999999994
120.2125024017,22.9833329172,81.63006,0.3168748607632389,Taiwan,POINT (120.2125024017 22.9833329172),1.4221359999999947
120.2166690684,22.9833329172,83.94662,0.3258673768467709,Taiwan,POINT (120.2166690684 22.9833329172),5.148699999999991
120.2208357351,22.9833329172,81.26507,0.3154580278535243,Taiwan,POINT (120.2208357351 22.9833329172),5.134180000000001
120.2250024018,22.9833329172,83.32852,0.3234680113258126,Taiwan,POINT (120.2250024018 22.9833329172),6.342429999999993
120.2291690685,22.9833329172,83.2642,0.3232183313544358,Taiwan,POINT (120.2291690685 22.9833329172),6.999510000000001
120.1875024015,22.9874995839,85.48058,0.3318219646716038,Taiwan,POINT (120.1875024015 22.9874995839),3.899365000000003
120.1916690682,22.9874995839,99.865524,0.3876620207378004,Taiwan,POINT (120.1916690682 22.9874995839),5.259589999999989
120.1958357349,22.9874995839,106.588615,0.413759986665102,Taiwan,POINT (120.1958357349 22.9874995839),-0.934474999999992
120.2000024016,22.9874995839,92.34846,0.3584819783814876,Taiwan,POINT (120.2000024016 22.9874995839),-9.28743
120.208335735,22.9874995839,77.28392,0.3000038391401071,Taiwan,POINT (120.208335735 22.9874995839),-2.366890000000012
120.2125024017,22.9874995839,84.78667,0.3291283168336356,Taiwan,POINT (120.2125024017 22.9874995839),1.1975050000000067
120.2166690684,22.9874995839,79.22376,0.3075339883266073,Taiwan,POINT (120.2166690684 22.9874995839),2.7150239999999997
120.1791690681,22.9916662506,79.890366,0.3101216463956316,Taiwan,POINT (120.1791690681 22.9916662506),3.9412559999999957
120.1833357348,22.9916662506,80.95546,0.3142561712624486,Taiwan,POINT (120.1833357348 22.9916662506),3.413110000000003
120.1875024015,22.9916662506,87.48752,0.3396125853456567,Taiwan,POINT (120.1875024015 22.9916662506),-0.29048999999999126
120.1916690682,22.9916662506,111.710045,0.433640560293967,Taiwan,POINT (120.1916690682 22.9916662506),5.7882649999999956
120.1958357349,22.9916662506,128.54515,0.4989917501964308,Taiwan,POINT (120.1958357349 22.9916662506),3.2338860000000125
120.2000024016,22.9916662506,120.19268,0.4665687951198434,Taiwan,POINT (120.2000024016 22.9916662506),0.9603499999999912
120.2041690683,22.9916662506,102.46063,0.3977358079237444,Taiwan,POINT (120.2041690683 22.9916662506),4.351659999999995
120.208335735,22.9916662506,95.160545,0.3693980434049531,Taiwan,POINT (120.208335735 22.9916662506),3.6496350000000035
120.2125024017,22.9916662506,90.98381,0.3531846249464839,Taiwan,POINT (120.2125024017 22.9916662506),3.5710900000000123
