country,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,geometry,normalized_light_intensity
The Philippines,56749,53003,8,1986,"POLYGON ((121.09130859375 14.5570009430895, 121.096801757812 14.5570009430895, 121.096801757812 14.5516840561434, 121.09130859375 14.5516840561434, 121.09130859375 14.5570009430895))",0.4558980156629045
The Philippines,64938,59732,10,1093,"POLYGON ((120.997924804688 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5144622637317, 120.997924804688 14.5144622637317, 120.997924804688 14.5197800463261))",0.302060990263039
The Philippines,61402,40387,12,1344,"POLYGON ((121.052856445312 14.5570009430895, 121.058349609375 14.5570009430895, 121.058349609375 14.5516840561434, 121.052856445312 14.5516840561434, 121.052856445312 14.5570009430895))",0.5182450519753312
The Philippines,61402,40387,12,1344,"POLYGON ((121.052856445312 14.5570009430895, 121.058349609375 14.5570009430895, 121.058349609375 14.5516840561434, 121.052856445312 14.5516840561434, 121.052856445312 14.5570009430895))",0.3720279418385906
The Philippines,54775,38374,12,3522,"POLYGON ((121.008911132812 14.5623177019148, 121.014404296875 14.5623177019148, 121.014404296875 14.5570009430895, 121.008911132812 14.5570009430895, 121.008911132812 14.5623177019148))",0.3160192191143058
The Philippines,55099,44486,29,517,"POLYGON ((120.964965820312 14.7589473199356, 120.970458984375 14.7589473199356, 120.970458984375 14.7536353315404, 120.964965820312 14.7536353315404, 120.964965820312 14.7589473199356))",0.3546001611192539
The Philippines,51139,31346,16,2399,"POLYGON ((121.052856445312 14.5516840561434, 121.058349609375 14.5516840561434, 121.058349609375 14.5463670411195, 121.052856445312 14.5463670411195, 121.052856445312 14.5516840561434))",0.480002867696322
The Philippines,51139,31346,16,2399,"POLYGON ((121.052856445312 14.5516840561434, 121.058349609375 14.5516840561434, 121.058349609375 14.5463670411195, 121.052856445312 14.5463670411195, 121.052856445312 14.5516840561434))",0.3398136685460214
The Philippines,49857,18371,26,775,"POLYGON ((120.9814453125 14.5410498980604, 120.986938476562 14.5410498980604, 120.986938476562 14.5357326270088, 120.9814453125 14.5357326270088, 120.9814453125 14.5410498980604))",0.3598057735028189
The Philippines,65113,55375,10,2325,"POLYGON ((120.992431640625 14.5304152280074, 120.997924804688 14.5304152280074, 120.997924804688 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5304152280074))",0.3419788347586546
The Philippines,75447,63285,7,468,"POLYGON ((121.00341796875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.503826315249, 121.00341796875 14.503826315249, 121.00341796875 14.5091443533584))",0.3960846290034411
The Philippines,75447,63285,7,468,"POLYGON ((121.00341796875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.503826315249, 121.00341796875 14.503826315249, 121.00341796875 14.5091443533584))",0.4764520681317591
The Philippines,75447,63285,7,468,"POLYGON ((121.00341796875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.503826315249, 121.00341796875 14.503826315249, 121.00341796875 14.5091443533584))",0.45907734090417
The Philippines,75447,63285,7,468,"POLYGON ((121.00341796875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.503826315249, 121.00341796875 14.503826315249, 121.00341796875 14.5091443533584))",0.3896300926996154
The Philippines,72237,71113,24,231,"POLYGON ((123.898315429688 10.2933010001091, 123.90380859375 10.2933010001091, 123.90380859375 10.287896197089, 123.898315429688 10.287896197089, 123.898315429688 10.2933010001091))",0.3107141418379914
The Philippines,37432,31739,19,185,"POLYGON ((121.019897460938 14.5197800463261, 121.025390625 14.5197800463261, 121.025390625 14.5144622637317, 121.019897460938 14.5144622637317, 121.019897460938 14.5197800463261))",0.3755610125143204
The Philippines,49444,59085,6,115,"POLYGON ((120.964965820312 14.5942155619439, 120.970458984375 14.5942155619439, 120.970458984375 14.5888995727386, 120.964965820312 14.5888995727386, 120.964965820312 14.5942155619439))",0.4676961888826383
The Philippines,67332,59010,9,2975,"POLYGON ((121.058349609375 14.5782672092405, 121.063842773438 14.5782672092405, 121.063842773438 14.572950835033, 121.058349609375 14.572950835033, 121.058349609375 14.5782672092405))",0.3265132508323144
The Philippines,46927,49233,2,54,"POLYGON ((120.95947265625 14.5888995727386, 120.964965820312 14.5888995727386, 120.964965820312 14.5835834551565, 120.95947265625 14.5835834551565, 120.95947265625 14.5888995727386))",0.3442872193189509
The Philippines,65427,51155,15,1479,"POLYGON ((121.00341796875 14.5144622637317, 121.008911132812 14.5144622637317, 121.008911132812 14.5091443533584, 121.00341796875 14.5091443533584, 121.00341796875 14.5144622637317))",0.3830396071699954
The Philippines,66489,46211,13,442,"POLYGON ((120.986938476562 14.5410498980604, 120.992431640625 14.5410498980604, 120.992431640625 14.5357326270088, 120.986938476562 14.5357326270088, 120.986938476562 14.5410498980604))",0.580834299867591
The Philippines,66489,46211,13,442,"POLYGON ((120.986938476562 14.5410498980604, 120.992431640625 14.5410498980604, 120.992431640625 14.5357326270088, 120.986938476562 14.5357326270088, 120.986938476562 14.5410498980604))",0.7436938148207296
The Philippines,72442,71244,7,3152,"POLYGON ((121.041870117188 14.5676343325769, 121.04736328125 14.5676343325769, 121.04736328125 14.5623177019148, 121.041870117188 14.5623177019148, 121.041870117188 14.5676343325769))",0.344376368717384
The Philippines,60645,55035,12,3725,"POLYGON ((120.95947265625 14.6154782341453, 120.964965820312 14.6154782341453, 120.964965820312 14.6101627588732, 120.95947265625 14.6101627588732, 120.95947265625 14.6154782341453))",0.3499919595743602
The Philippines,44596,42625,13,826,"POLYGON ((120.975952148438 14.5835834551565, 120.9814453125 14.5835834551565, 120.9814453125 14.5782672092405, 120.975952148438 14.5782672092405, 120.975952148438 14.5835834551565))",0.3225816547118281
The Philippines,59309,59860,8,265,"POLYGON ((120.975952148438 14.5942155619439, 120.9814453125 14.5942155619439, 120.9814453125 14.5888995727386, 120.975952148438 14.5888995727386, 120.975952148438 14.5942155619439))",0.3583230668547242
The Philippines,66300,69426,7,2806,"POLYGON ((120.964965820312 14.6048471550539, 120.970458984375 14.6048471550539, 120.970458984375 14.5995314227299, 120.964965820312 14.5995314227299, 120.964965820312 14.6048471550539))",0.3002494529569622
The Philippines,66300,69426,7,2806,"POLYGON ((120.964965820312 14.6048471550539, 120.970458984375 14.6048471550539, 120.970458984375 14.5995314227299, 120.964965820312 14.5995314227299, 120.964965820312 14.6048471550539))",0.3548016545187247
The Philippines,53129,36405,10,4696,"POLYGON ((121.041870117188 14.5570009430895, 121.04736328125 14.5570009430895, 121.04736328125 14.5516840561434, 121.041870117188 14.5516840561434, 121.041870117188 14.5570009430895))",0.3888268824778317
The Philippines,68662,70747,9,2980,"POLYGON ((120.95947265625 14.6207935808273, 120.964965820312 14.6207935808273, 120.964965820312 14.6154782341453, 120.95947265625 14.6154782341453, 120.95947265625 14.6207935808273))",0.3279730680699438
The Philippines,57263,46991,14,1449,"POLYGON ((121.04736328125 14.5570009430895, 121.052856445312 14.5570009430895, 121.052856445312 14.5516840561434, 121.04736328125 14.5516840561434, 121.04736328125 14.5570009430895))",0.6041631315243837
The Philippines,73185,74590,6,806,"POLYGON ((120.992431640625 14.5250977010989, 120.997924804688 14.5250977010989, 120.997924804688 14.5197800463261, 120.992431640625 14.5197800463261, 120.992431640625 14.5250977010989))",0.4522497155331813
The Philippines,73185,74590,6,806,"POLYGON ((120.992431640625 14.5250977010989, 120.997924804688 14.5250977010989, 120.997924804688 14.5197800463261, 120.992431640625 14.5197800463261, 120.992431640625 14.5250977010989))",0.507900536660956
The Philippines,63807,50321,11,3604,"POLYGON ((121.00341796875 14.5623177019148, 121.008911132812 14.5623177019148, 121.008911132812 14.5570009430895, 121.00341796875 14.5570009430895, 121.00341796875 14.5623177019148))",0.3226493851710136
The Philippines,80109,72314,89,516,"POLYGON ((120.970458984375 14.7589473199356, 120.975952148438 14.7589473199356, 120.975952148438 14.7536353315404, 120.970458984375 14.7536353315404, 120.970458984375 14.7589473199356))",0.3676979867417875
The Philippines,32813,35133,15,330,"POLYGON ((124.013671875 10.3095148534366, 124.019165039062 10.3095148534366, 124.019165039062 10.3041103283294, 124.013671875 10.3041103283294, 124.013671875 10.3095148534366))",0.3287238962226868
The Philippines,48135,44148,6,89,"POLYGON ((120.953979492188 14.6048471550539, 120.95947265625 14.6048471550539, 120.95947265625 14.5995314227299, 120.953979492188 14.5995314227299, 120.953979492188 14.6048471550539))",1.0
The Philippines,48135,44148,6,89,"POLYGON ((120.953979492188 14.6048471550539, 120.95947265625 14.6048471550539, 120.95947265625 14.5995314227299, 120.953979492188 14.5995314227299, 120.953979492188 14.6048471550539))",0.57342573293557
The Philippines,48135,44148,6,89,"POLYGON ((120.953979492188 14.6048471550539, 120.95947265625 14.6048471550539, 120.95947265625 14.5995314227299, 120.953979492188 14.5995314227299, 120.953979492188 14.6048471550539))",0.5724341081847316
The Philippines,66129,53579,12,2468,"POLYGON ((121.036376953125 14.5623177019148, 121.041870117188 14.5623177019148, 121.041870117188 14.5570009430895, 121.036376953125 14.5570009430895, 121.036376953125 14.5623177019148))",0.3123312495553905
The Philippines,52401,44346,12,1459,"POLYGON ((120.992431640625 14.5410498980604, 120.997924804688 14.5410498980604, 120.997924804688 14.5357326270088, 120.992431640625 14.5357326270088, 120.992431640625 14.5410498980604))",0.4068632940086787
The Philippines,54380,46783,7,2243,"POLYGON ((121.09130859375 14.5623177019148, 121.096801757812 14.5623177019148, 121.096801757812 14.5570009430895, 121.09130859375 14.5570009430895, 121.09130859375 14.5623177019148))",0.345940744782019
The Philippines,54990,61249,12,529,"POLYGON ((120.9814453125 14.5888995727386, 120.986938476562 14.5888995727386, 120.986938476562 14.5835834551565, 120.9814453125 14.5835834551565, 120.9814453125 14.5888995727386))",0.4436983205664988
The Philippines,71778,68123,5,155,"POLYGON ((121.008911132812 14.5144622637317, 121.014404296875 14.5144622637317, 121.014404296875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.5144622637317))",0.5087442763988704
The Philippines,36228,30120,11,533,"POLYGON ((120.986938476562 14.5304152280074, 120.992431640625 14.5304152280074, 120.992431640625 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5304152280074))",0.4040701977434204
The Philippines,36228,30120,11,533,"POLYGON ((120.986938476562 14.5304152280074, 120.992431640625 14.5304152280074, 120.992431640625 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5304152280074))",0.594829384831418
The Philippines,32367,34346,17,145,"POLYGON ((120.975952148438 14.5197800463261, 120.9814453125 14.5197800463261, 120.9814453125 14.5144622637317, 120.975952148438 14.5144622637317, 120.975952148438 14.5197800463261))",0.3163824088582518
The Philippines,76006,73569,32,223,"POLYGON ((120.9814453125 14.5144622637317, 120.986938476562 14.5144622637317, 120.986938476562 14.5091443533584, 120.9814453125 14.5091443533584, 120.9814453125 14.5144622637317))",0.3721650008539831
The Philippines,55080,52494,7,427,"POLYGON ((120.970458984375 14.5942155619439, 120.975952148438 14.5942155619439, 120.975952148438 14.5888995727386, 120.970458984375 14.5888995727386, 120.970458984375 14.5942155619439))",0.3626675601952652
The Philippines,80145,76645,8,2525,"POLYGON ((121.00341796875 14.5676343325769, 121.008911132812 14.5676343325769, 121.008911132812 14.5623177019148, 121.00341796875 14.5623177019148, 121.00341796875 14.5676343325769))",0.3329611173006543
The Philippines,80145,76645,8,2525,"POLYGON ((121.00341796875 14.5676343325769, 121.008911132812 14.5676343325769, 121.008911132812 14.5623177019148, 121.00341796875 14.5623177019148, 121.00341796875 14.5676343325769))",0.3025690130985137
The Philippines,80145,76645,8,2525,"POLYGON ((121.00341796875 14.5676343325769, 121.008911132812 14.5676343325769, 121.008911132812 14.5623177019148, 121.00341796875 14.5623177019148, 121.00341796875 14.5676343325769))",0.3370719166965292
The Philippines,44466,34180,12,1038,"POLYGON ((120.9814453125 14.5835834551565, 120.986938476562 14.5835834551565, 120.986938476562 14.5782672092405, 120.9814453125 14.5782672092405, 120.9814453125 14.5835834551565))",0.3411806740795433
The Philippines,44466,34180,12,1038,"POLYGON ((120.9814453125 14.5835834551565, 120.986938476562 14.5835834551565, 120.986938476562 14.5782672092405, 120.9814453125 14.5782672092405, 120.9814453125 14.5835834551565))",0.388850465506796
The Philippines,69925,69766,6,1054,"POLYGON ((120.986938476562 14.5835834551565, 120.992431640625 14.5835834551565, 120.992431640625 14.5782672092405, 120.986938476562 14.5782672092405, 120.986938476562 14.5835834551565))",0.3302927336415071
The Philippines,69925,69766,6,1054,"POLYGON ((120.986938476562 14.5835834551565, 120.992431640625 14.5835834551565, 120.992431640625 14.5782672092405, 120.986938476562 14.5782672092405, 120.986938476562 14.5835834551565))",0.330181826817999
The Philippines,51612,46765,11,221,"POLYGON ((120.986938476562 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5250977010989))",0.6013189349970707
The Philippines,51612,46765,11,221,"POLYGON ((120.986938476562 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5250977010989))",0.6528065191704501
The Philippines,51612,46765,11,221,"POLYGON ((120.986938476562 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5250977010989))",0.6276750229754192
The Philippines,51612,46765,11,221,"POLYGON ((120.986938476562 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5250977010989))",0.7860700208429585
The Philippines,57420,41402,11,583,"POLYGON ((120.986938476562 14.5463670411195, 120.992431640625 14.5463670411195, 120.992431640625 14.5410498980604, 120.986938476562 14.5410498980604, 120.986938476562 14.5463670411195))",0.3731104861022713
The Philippines,57420,41402,11,583,"POLYGON ((120.986938476562 14.5463670411195, 120.992431640625 14.5463670411195, 120.992431640625 14.5410498980604, 120.986938476562 14.5410498980604, 120.986938476562 14.5463670411195))",0.3929545229308611
The Philippines,74970,70416,8,2644,"POLYGON ((121.063842773438 14.5782672092405, 121.0693359375 14.5782672092405, 121.0693359375 14.572950835033, 121.063842773438 14.572950835033, 121.063842773438 14.5782672092405))",0.3464539281391259
The Philippines,17744,12658,10,144,"POLYGON ((123.920288085938 10.3149192858132, 123.92578125 10.3149192858132, 123.92578125 10.3095148534366, 123.920288085938 10.3095148534366, 123.920288085938 10.3149192858132))",0.3414850172300384
The Philippines,17744,12658,10,144,"POLYGON ((123.920288085938 10.3149192858132, 123.92578125 10.3149192858132, 123.92578125 10.3095148534366, 123.920288085938 10.3095148534366, 123.920288085938 10.3149192858132))",0.3631582647640581
The Philippines,33306,33488,79,117,"POLYGON ((120.970458984375 14.5835834551565, 120.975952148438 14.5835834551565, 120.975952148438 14.5782672092405, 120.970458984375 14.5782672092405, 120.970458984375 14.5835834551565))",0.3657589623556039
The Philippines,33306,33488,79,117,"POLYGON ((120.970458984375 14.5835834551565, 120.975952148438 14.5835834551565, 120.975952148438 14.5782672092405, 120.970458984375 14.5782672092405, 120.970458984375 14.5835834551565))",0.5789532619879195
The Philippines,62152,16948,12,515,"POLYGON ((120.9814453125 14.5463670411195, 120.986938476562 14.5463670411195, 120.986938476562 14.5410498980604, 120.9814453125 14.5410498980604, 120.9814453125 14.5463670411195))",0.3078031803684435
The Philippines,17465,17913,3,10,"POLYGON ((121.014404296875 14.5144622637317, 121.019897460938 14.5144622637317, 121.019897460938 14.5091443533584, 121.014404296875 14.5091443533584, 121.014404296875 14.5144622637317))",0.3804196491799709
The Philippines,72873,93377,19,403,"POLYGON ((120.953979492188 14.6207935808273, 120.95947265625 14.6207935808273, 120.95947265625 14.6154782341453, 120.953979492188 14.6154782341453, 120.953979492188 14.6207935808273))",0.5130014071022317
The Philippines,66042,54091,11,500,"POLYGON ((120.997924804688 14.5250977010989, 121.00341796875 14.5250977010989, 121.00341796875 14.5197800463261, 120.997924804688 14.5197800463261, 120.997924804688 14.5250977010989))",0.332090276500749
The Philippines,66042,54091,11,500,"POLYGON ((120.997924804688 14.5250977010989, 121.00341796875 14.5250977010989, 121.00341796875 14.5197800463261, 120.997924804688 14.5197800463261, 120.997924804688 14.5250977010989))",0.3211032484984269
The Philippines,59243,56447,44,326,"POLYGON ((120.970458984375 14.5888995727386, 120.975952148438 14.5888995727386, 120.975952148438 14.5835834551565, 120.970458984375 14.5835834551565, 120.970458984375 14.5888995727386))",0.3479784794040252
The Philippines,59243,56447,44,326,"POLYGON ((120.970458984375 14.5888995727386, 120.975952148438 14.5888995727386, 120.975952148438 14.5835834551565, 120.970458984375 14.5835834551565, 120.970458984375 14.5888995727386))",0.588715048980009
The Philippines,51692,41393,22,143,"POLYGON ((122.074584960938 6.90461404723808, 122.080078125 6.90461404723808, 122.080078125 6.89916069002835, 122.074584960938 6.89916069002835, 122.074584960938 6.90461404723808))",0.3628674222040266
The Philippines,33283,23427,11,235,"POLYGON ((120.986938476562 14.5357326270088, 120.992431640625 14.5357326270088, 120.992431640625 14.5304152280074, 120.986938476562 14.5304152280074, 120.986938476562 14.5357326270088))",0.7929833441667296
The Philippines,33283,23427,11,235,"POLYGON ((120.986938476562 14.5357326270088, 120.992431640625 14.5357326270088, 120.992431640625 14.5304152280074, 120.986938476562 14.5304152280074, 120.986938476562 14.5357326270088))",0.6261692049589395
The Philippines,37533,33989,11,93,"POLYGON ((120.9814453125 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5197800463261, 120.9814453125 14.5197800463261, 120.9814453125 14.5250977010989))",0.5189918848855203
The Philippines,37533,33989,11,93,"POLYGON ((120.9814453125 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5197800463261, 120.9814453125 14.5197800463261, 120.9814453125 14.5250977010989))",0.387541579654538
The Philippines,39467,36777,14,151,"POLYGON ((120.9814453125 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5144622637317, 120.9814453125 14.5144622637317, 120.9814453125 14.5197800463261))",0.4531305000478874
The Philippines,57727,47722,9,269,"POLYGON ((120.997924804688 14.5091443533584, 121.00341796875 14.5091443533584, 121.00341796875 14.503826315249, 120.997924804688 14.503826315249, 120.997924804688 14.5091443533584))",0.3785125534405309
The Philippines,70487,62667,9,197,"POLYGON ((120.975952148438 14.5144622637317, 120.9814453125 14.5144622637317, 120.9814453125 14.5091443533584, 120.975952148438 14.5091443533584, 120.975952148438 14.5144622637317))",0.3733938153867223
The Philippines,107429,104709,16,20,"POLYGON ((124.661865234375 8.4995374089894, 124.667358398438 8.4995374089894, 124.667358398438 8.49410453755188, 124.661865234375 8.49410453755188, 124.661865234375 8.4995374089894))",0.3266054743479348
The Philippines,21987,30535,27,17,"POLYGON ((123.920288085938 10.3095148534366, 123.92578125 10.3095148534366, 123.92578125 10.3041103283294, 123.920288085938 10.3041103283294, 123.920288085938 10.3095148534366))",0.4587557793680569
The Philippines,92954,93465,11,1,"POLYGON ((120.953979492188 14.6154782341453, 120.95947265625 14.6154782341453, 120.95947265625 14.6101627588732, 120.953979492188 14.6101627588732, 120.953979492188 14.6154782341453))",0.4858676618076009
The Philippines,57533,47359,3,6,"POLYGON ((121.014404296875 14.5091443533584, 121.019897460938 14.5091443533584, 121.019897460938 14.503826315249, 121.014404296875 14.503826315249, 121.014404296875 14.5091443533584))",0.3670033971769394
The Philippines,62487,65192,4,43,"POLYGON ((121.008911132812 14.5091443533584, 121.014404296875 14.5091443533584, 121.014404296875 14.503826315249, 121.008911132812 14.503826315249, 121.008911132812 14.5091443533584))",0.5423217708424314
The Philippines,22310,18867,14,12,"POLYGON ((121.00341796875 14.5197800463261, 121.008911132812 14.5197800463261, 121.008911132812 14.5144622637317, 121.00341796875 14.5144622637317, 121.00341796875 14.5197800463261))",0.3158916765447189
The Philippines,42603,40697,10,58,"POLYGON ((121.008911132812 14.5197800463261, 121.014404296875 14.5197800463261, 121.014404296875 14.5144622637317, 121.008911132812 14.5144622637317, 121.008911132812 14.5197800463261))",0.3711540158236021
The Philippines,78841,66580,9,10,"POLYGON ((120.948486328125 14.6101627588732, 120.953979492188 14.6101627588732, 120.953979492188 14.6048471550539, 120.948486328125 14.6048471550539, 120.948486328125 14.6101627588732))",0.3962668564554852
The Philippines,59418,58091,6,278,"POLYGON ((120.948486328125 14.6048471550539, 120.953979492188 14.6048471550539, 120.953979492188 14.5995314227299, 120.948486328125 14.5995314227299, 120.948486328125 14.6048471550539))",0.859484100987746
The Philippines,44905,36026,26,5,"POLYGON ((121.052856445312 13.6780132567255, 121.058349609375 13.6780132567255, 121.058349609375 13.6726758186698, 121.052856445312 13.6726758186698, 121.052856445312 13.6780132567255))",0.482296358880209
The Philippines,44905,36026,26,5,"POLYGON ((121.052856445312 13.6780132567255, 121.058349609375 13.6780132567255, 121.058349609375 13.6726758186698, 121.052856445312 13.6726758186698, 121.052856445312 13.6780132567255))",0.3325620869016306
The Philippines,58032,31875,9,11,"POLYGON ((120.986938476562 14.5197800463261, 120.992431640625 14.5197800463261, 120.992431640625 14.5144622637317, 120.986938476562 14.5144622637317, 120.986938476562 14.5197800463261))",0.3610778975746325
The Philippines,7115,9440,16,13,"POLYGON ((120.596923828125 14.5250977010989, 120.602416992188 14.5250977010989, 120.602416992188 14.5197800463261, 120.596923828125 14.5197800463261, 120.596923828125 14.5250977010989))",0.3275007971063789
The Philippines,52840,47037,11,112,"POLYGON ((120.964965820312 14.5888995727386, 120.970458984375 14.5888995727386, 120.970458984375 14.5835834551565, 120.964965820312 14.5835834551565, 120.964965820312 14.5888995727386))",0.6223656230686193
The Philippines,2527,1245,32,1,"POLYGON ((120.942993164062 14.5995314227299, 120.948486328125 14.5995314227299, 120.948486328125 14.5942155619439, 120.942993164062 14.5942155619439, 120.942993164062 14.5995314227299))",0.6131122528873119
The Philippines,116180,96683,5,1,"POLYGON ((121.041870117188 13.7633957796245, 121.04736328125 13.7633957796245, 121.04736328125 13.7580602828386, 121.041870117188 13.7580602828386, 121.041870117188 13.7633957796245))",0.3173873954758539
The Philippines,61571,60621,10,1,"POLYGON ((120.097045898438 16.1302620120348, 120.1025390625 16.1302620120348, 120.1025390625 16.124985029561, 120.097045898438 16.124985029561, 120.097045898438 16.1302620120348))",0.3613027132025121
The Philippines,4855,8136,84,1,"POLYGON ((120.536499023438 14.4293603933732, 120.5419921875 14.4293603933732, 120.5419921875 14.4240404443547, 120.536499023438 14.4240404443547, 120.536499023438 14.4293603933732))",0.3470554895908949
The Philippines,4823,4544,5,1,"POLYGON ((120.948486328125 14.5995314227299, 120.953979492188 14.5995314227299, 120.953979492188 14.5942155619439, 120.948486328125 14.5942155619439, 120.948486328125 14.5995314227299))",0.682740152642681
The Philippines,1147,1644,26,2,"POLYGON ((120.602416992188 14.5250977010989, 120.60791015625 14.5250977010989, 120.60791015625 14.5197800463261, 120.602416992188 14.5197800463261, 120.602416992188 14.5250977010989))",0.3514830895255061
The Philippines,1147,1644,26,2,"POLYGON ((120.602416992188 14.5250977010989, 120.60791015625 14.5250977010989, 120.60791015625 14.5197800463261, 120.602416992188 14.5197800463261, 120.602416992188 14.5250977010989))",0.3341178177052947
The Philippines,19044,17443,49,6,"POLYGON ((124.436645507812 10.8926480150442, 124.442138671875 10.8926480150442, 124.442138671875 10.8872537726346, 124.436645507812 10.8872537726346, 124.436645507812 10.8926480150442))",0.3100707524162617
The Philippines,46946,40862,3,1,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))",0.3040753027755727
The Philippines,46946,40862,3,1,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))",0.3416980246965919
The Philippines,46946,40862,3,1,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))",0.3404437737862592
The Philippines,46946,40862,3,1,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))",0.341815440436094
Japan,98892,89468,15,116,"POLYGON ((139.7021484375 35.6929946320988, 139.707641601562 35.6929946320988, 139.707641601562 35.6885332073887, 139.7021484375 35.6885332073887, 139.7021484375 35.6929946320988))",0.5005674286212043
Japan,103919,82984,18,168,"POLYGON ((139.696655273438 35.6929946320988, 139.7021484375 35.6929946320988, 139.7021484375 35.6885332073887, 139.696655273438 35.6885332073887, 139.696655273438 35.6929946320988))",0.370764457768912
Japan,120839,118311,11,155,"POLYGON ((139.696655273438 35.6662223410348, 139.7021484375 35.6662223410348, 139.7021484375 35.661759419295, 139.696655273438 35.661759419295, 139.696655273438 35.6662223410348))",0.4146447981841389
Japan,121158,126990,15,213,"POLYGON ((139.707641601562 35.6929946320988, 139.713134765625 35.6929946320988, 139.713134765625 35.6885332073887, 139.707641601562 35.6885332073887, 139.707641601562 35.6929946320988))",0.3182463193620772
Japan,98827,92148,16,188,"POLYGON ((139.707641601562 35.7375951517478, 139.713134765625 35.7375951517478, 139.713134765625 35.7331362231339, 139.707641601562 35.7331362231339, 139.707641601562 35.7375951517478))",0.3004668985522971
Japan,64509,55164,21,65,"POLYGON ((135.499877929688 34.6738762658827, 135.50537109375 34.6738762658827, 135.50537109375 34.6693585452454, 135.499877929688 34.6693585452454, 135.499877929688 34.6738762658827))",0.3570845664812057
Japan,64509,55164,21,65,"POLYGON ((135.499877929688 34.6738762658827, 135.50537109375 34.6738762658827, 135.50537109375 34.6693585452454, 135.499877929688 34.6693585452454, 135.499877929688 34.6738762658827))",0.3947406415104734
Japan,97642,89771,14,115,"POLYGON ((139.707641601562 35.697455807258, 139.713134765625 35.697455807258, 139.713134765625 35.6929946320988, 139.707641601562 35.6929946320988, 139.707641601562 35.697455807258))",0.38120700119923
Japan,85035,80843,45,92,"POLYGON ((141.35009765625 43.0568477758455, 141.355590820312 43.0568477758455, 141.355590820312 43.0528339176279, 141.35009765625 43.0528339176279, 141.35009765625 43.0568477758455))",0.461180027261965
Japan,106513,104282,36,81,"POLYGON ((141.344604492188 43.0568477758455, 141.35009765625 43.0568477758455, 141.35009765625 43.0528339176279, 141.344604492188 43.0528339176279, 141.344604492188 43.0568477758455))",0.353906991369934
Japan,72023,59679,17,103,"POLYGON ((135.499877929688 34.6693585452454, 135.50537109375 34.6693585452454, 135.50537109375 34.6648405782193, 135.499877929688 34.6648405782193, 135.499877929688 34.6693585452454))",0.3335532597538985
Japan,72023,59679,17,103,"POLYGON ((135.499877929688 34.6693585452454, 135.50537109375 34.6693585452454, 135.50537109375 34.6648405782193, 135.499877929688 34.6648405782193, 135.499877929688 34.6693585452454))",0.3585779343629532
Japan,105930,94649,16,407,"POLYGON ((139.7021484375 35.697455807258, 139.707641601562 35.697455807258, 139.707641601562 35.6929946320988, 139.7021484375 35.6929946320988, 139.7021484375 35.697455807258))",0.5764750410684207
Japan,54655,51992,50,69,"POLYGON ((141.355590820312 43.0568477758455, 141.361083984375 43.0568477758455, 141.361083984375 43.0528339176279, 141.355590820312 43.0528339176279, 141.355590820312 43.0568477758455))",0.3543171792185472
Japan,74282,65252,17,90,"POLYGON ((135.499877929688 34.7009774147201, 135.50537109375 34.7009774147201, 135.50537109375 34.6964611727235, 135.499877929688 34.6964611727235, 135.499877929688 34.7009774147201))",0.3057739494013567
Japan,74282,65252,17,90,"POLYGON ((135.499877929688 34.7009774147201, 135.50537109375 34.7009774147201, 135.50537109375 34.6964611727235, 135.499877929688 34.6964611727235, 135.499877929688 34.7009774147201))",0.3032547413769599
