country,normalized_light_intensity,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,year,geometry
Taiwan,0.3070661636519664,69061.75,30723.25,12.25,203.5,2020,"POLYGON ((120.223388671875 22.9786239703849, 120.228881835938 22.9786239703849, 120.228881835938 22.9735665911551, 120.223388671875 22.9735665911551, 120.223388671875 22.9786239703849))"
Taiwan,0.3204814784547709,73488.25,37353.75,14.0,182.5,2020,"POLYGON ((120.223388671875 22.9836811603309, 120.228881835938 22.9836811603309, 120.228881835938 22.9786239703849, 120.223388671875 22.9786239703849, 120.223388671875 22.9836811603309))"
Taiwan,0.3042260363692463,73488.25,37353.75,14.0,182.5,2020,"POLYGON ((120.223388671875 22.9836811603309, 120.228881835938 22.9836811603309, 120.228881835938 22.9786239703849, 120.223388671875 22.9786239703849, 120.223388671875 22.9836811603309))"
Taiwan,0.3218185168506078,70107.5,35507.25,11.0,321.75,2020,"POLYGON ((120.228881835938 22.9836811603309, 120.234375 22.9836811603309, 120.234375 22.9786239703849, 120.228881835938 22.9786239703849, 120.228881835938 22.9836811603309))"
Taiwan,0.3013752790098743,70107.5,35507.25,11.0,321.75,2020,"POLYGON ((120.228881835938 22.9836811603309, 120.234375 22.9836811603309, 120.234375 22.9786239703849, 120.228881835938 22.9786239703849, 120.228881835938 22.9836811603309))"
Taiwan,0.3026522910620893,73518.0,43824.75,8.5,215.25,2020,"POLYGON ((120.228881835938 22.9937949722422, 120.234375 22.9937949722422, 120.234375 22.9887381609607, 120.228881835938 22.9887381609607, 120.228881835938 22.9937949722422))"
Taiwan,0.3037364205710398,84205.5,38947.75,12.25,337.5,2020,"POLYGON ((120.228881835938 22.9988515941429, 120.234375 22.9988515941429, 120.234375 22.9937949722422, 120.228881835938 22.9937949722422, 120.228881835938 22.9988515941429))"
Taiwan,0.3175328769697847,62881.0,27750.25,12.5,146.0,2020,"POLYGON ((120.289306640625 22.6292225194605, 120.294799804688 22.6292225194605, 120.294799804688 22.6241521580904, 120.289306640625 22.6241521580904, 120.289306640625 22.6292225194605))"
Taiwan,0.3480347793978524,59418.0,35534.5,7.0,256.25,2020,"POLYGON ((120.294799804688 22.6241521580904, 120.30029296875 22.6241521580904, 120.30029296875 22.6190816097161, 120.294799804688 22.6190816097161, 120.294799804688 22.6241521580904))"
Taiwan,0.3551560771871599,60458.0,25852.0,9.0,131.0,2020,"POLYGON ((120.294799804688 22.6292225194605, 120.30029296875 22.6292225194605, 120.30029296875 22.6241521580904, 120.294799804688 22.6241521580904, 120.294799804688 22.6292225194605))"
Taiwan,0.3485349225284755,60458.0,25852.0,9.0,131.0,2020,"POLYGON ((120.294799804688 22.6292225194605, 120.30029296875 22.6292225194605, 120.30029296875 22.6241521580904, 120.294799804688 22.6241521580904, 120.294799804688 22.6292225194605))"
Taiwan,0.3946300764938735,60458.0,25852.0,9.0,131.0,2020,"POLYGON ((120.294799804688 22.6292225194605, 120.30029296875 22.6292225194605, 120.30029296875 22.6241521580904, 120.294799804688 22.6241521580904, 120.294799804688 22.6292225194605))"
Taiwan,0.3975508382427953,60458.0,25852.0,9.0,131.0,2020,"POLYGON ((120.294799804688 22.6292225194605, 120.30029296875 22.6292225194605, 120.30029296875 22.6241521580904, 120.294799804688 22.6241521580904, 120.294799804688 22.6292225194605))"
Taiwan,0.3978888904871325,71692.5,36138.25,8.0,213.0,2020,"POLYGON ((120.294799804688 22.6342926937935, 120.30029296875 22.6342926937935, 120.30029296875 22.6292225194605, 120.294799804688 22.6292225194605, 120.294799804688 22.6342926937935))"
Taiwan,0.3521618335514936,71692.5,36138.25,8.0,213.0,2020,"POLYGON ((120.294799804688 22.6342926937935, 120.30029296875 22.6342926937935, 120.30029296875 22.6292225194605, 120.294799804688 22.6292225194605, 120.294799804688 22.6342926937935))"
Taiwan,0.3214035684495531,69298.0,37120.25,9.25,216.5,2020,"POLYGON ((120.294799804688 22.6393626810567, 120.30029296875 22.6393626810567, 120.30029296875 22.6342926937935, 120.294799804688 22.6342926937935, 120.294799804688 22.6393626810567))"
Taiwan,0.3599115941179083,3759.0,854.0,31.0,1.0,2020,"POLYGON ((120.30029296875 22.5683658479615, 120.305786132812 22.5683658479615, 120.305786132812 22.5632932447078, 120.30029296875 22.5632932447078, 120.30029296875 22.5683658479615))"
Taiwan,0.3317803410444725,50806.0,30319.0,9.0,3.0,2020,"POLYGON ((120.30029296875 22.5734382645724, 120.305786132812 22.5734382645724, 120.305786132812 22.5683658479615, 120.30029296875 22.5683658479615, 120.30029296875 22.5734382645724))"
Taiwan,0.3640304682497393,69395.5,40071.25,7.5,465.25,2020,"POLYGON ((120.30029296875 22.6140108743703, 120.305786132812 22.6140108743703, 120.305786132812 22.6089399520859, 120.30029296875 22.6089399520859, 120.30029296875 22.6140108743703))"
Taiwan,0.360260746691359,90002.75,43014.75,8.75,285.0,2020,"POLYGON ((120.30029296875 22.6190816097161, 120.305786132812 22.6190816097161, 120.305786132812 22.6140108743703, 120.30029296875 22.6140108743703, 120.30029296875 22.6190816097161))"
Taiwan,0.3267205826262027,83229.5,41002.75,9.25,178.5,2020,"POLYGON ((120.30029296875 22.6241521580904, 120.305786132812 22.6241521580904, 120.305786132812 22.6190816097161, 120.30029296875 22.6190816097161, 120.30029296875 22.6241521580904))"
Taiwan,0.3300421654438258,84462.75,35738.0,10.25,125.25,2020,"POLYGON ((120.30029296875 22.6292225194605, 120.305786132812 22.6292225194605, 120.305786132812 22.6241521580904, 120.30029296875 22.6241521580904, 120.30029296875 22.6292225194605))"
Taiwan,0.35777309141123,84462.75,35738.0,10.25,125.25,2020,"POLYGON ((120.30029296875 22.6292225194605, 120.305786132812 22.6292225194605, 120.305786132812 22.6241521580904, 120.30029296875 22.6241521580904, 120.30029296875 22.6292225194605))"
Taiwan,0.3878419031773101,58445.0,32076.25,12.0,193.0,2020,"POLYGON ((120.30029296875 22.6342926937935, 120.305786132812 22.6342926937935, 120.305786132812 22.6292225194605, 120.30029296875 22.6292225194605, 120.30029296875 22.6342926937935))"
Taiwan,0.3340758843631019,57312.25,30716.75,10.0,198.25,2020,"POLYGON ((120.30029296875 22.6393626810567, 120.305786132812 22.6393626810567, 120.305786132812 22.6342926937935, 120.30029296875 22.6342926937935, 120.30029296875 22.6393626810567))"
Taiwan,0.3454077989829585,43728.0,19279.0,5.5,3.0,2020,"POLYGON ((120.305786132812 22.5632932447078, 120.311279296875 22.5632932447078, 120.311279296875 22.558220454844, 120.305786132812 22.558220454844, 120.305786132812 22.5632932447078))"
Taiwan,0.3277281321145443,76456.5,38999.75,8.5,373.0,2020,"POLYGON ((120.305786132812 22.6140108743703, 120.311279296875 22.6140108743703, 120.311279296875 22.6089399520859, 120.305786132812 22.6089399520859, 120.305786132812 22.6140108743703))"
Taiwan,0.3001917049362598,96552.5,42980.0,9.25,204.5,2020,"POLYGON ((120.305786132812 22.6292225194605, 120.311279296875 22.6292225194605, 120.311279296875 22.6241521580904, 120.305786132812 22.6241521580904, 120.305786132812 22.6292225194605))"
Taiwan,0.3779286256346234,70881.5,34995.25,3.75,2.0,2020,"POLYGON ((120.311279296875 22.558220454844, 120.316772460938 22.558220454844, 120.316772460938 22.5531474784032, 120.311279296875 22.5531474784032, 120.311279296875 22.558220454844))"
Taiwan,0.3797889285657267,22785.0,39432.0,3.0,1.0,2020,"POLYGON ((120.327758789062 22.5379274299472, 120.333251953125 22.5379274299472, 120.333251953125 22.5328537075271, 120.327758789062 22.5328537075271, 120.327758789062 22.5379274299472))"
Taiwan,0.4173178807057232,54969.0,26624.0,2.0,3.0,2020,"POLYGON ((120.327758789062 22.5430009659219, 120.333251953125 22.5430009659219, 120.333251953125 22.5379274299472, 120.327758789062 22.5379274299472, 120.327758789062 22.5430009659219))"
Taiwan,0.3073828925157779,106006.75,60012.5,9.0,20.5,2020,"POLYGON ((120.333251953125 22.5734382645724, 120.338745117188 22.5734382645724, 120.338745117188 22.5683658479615, 120.333251953125 22.5683658479615, 120.333251953125 22.5734382645724))"
Taiwan,0.4060108776112249,81428.5,54615.75,8.25,14.5,2020,"POLYGON ((120.333251953125 22.7001879248344, 120.338745117188 22.7001879248344, 120.338745117188 22.6951201849657, 120.333251953125 22.6951201849657, 120.333251953125 22.7001879248344))"
Taiwan,0.383377705670644,81428.5,54615.75,8.25,14.5,2020,"POLYGON ((120.333251953125 22.7001879248344, 120.338745117188 22.7001879248344, 120.338745117188 22.6951201849657, 120.333251953125 22.6951201849657, 120.333251953125 22.7001879248344))"
Taiwan,0.3253081852854764,48513.0,41271.0,4.0,7.0,2020,"POLYGON ((120.333251953125 22.7052554772075, 120.338745117188 22.7052554772075, 120.338745117188 22.7001879248344, 120.333251953125 22.7001879248344, 120.333251953125 22.7052554772075))"
Taiwan,0.3207018885496924,96402.5,45908.0,9.0,56.75,2020,"POLYGON ((120.338745117188 22.5683658479615, 120.34423828125 22.5683658479615, 120.34423828125 22.5632932447078, 120.338745117188 22.5632932447078, 120.338745117188 22.5683658479615))"
Taiwan,0.3779702370499189,26869.25,18217.0,7.5,23.0,2020,"POLYGON ((120.338745117188 22.5734382645724, 120.34423828125 22.5734382645724, 120.34423828125 22.5683658479615, 120.338745117188 22.5683658479615, 120.338745117188 22.5734382645724))"
Taiwan,0.3588805557166971,42162.0,10497.333333333334,7.0,3.0,2020,"POLYGON ((120.338745117188 22.7001879248344, 120.34423828125 22.7001879248344, 120.34423828125 22.6951201849657, 120.338745117188 22.6951201849657, 120.338745117188 22.7001879248344))"
Taiwan,0.3127760164605749,63246.25,26961.5,13.0,153.25,2020,"POLYGON ((120.34423828125 22.5683658479615, 120.349731445312 22.5683658479615, 120.349731445312 22.5632932447078, 120.34423828125 22.5632932447078, 120.34423828125 22.5683658479615))"
Taiwan,0.338789947946609,96277.75,41240.5,15.0,89.5,2020,"POLYGON ((120.34423828125 22.5734382645724, 120.349731445312 22.5734382645724, 120.349731445312 22.5683658479615, 120.34423828125 22.5683658479615, 120.34423828125 22.5734382645724))"
Taiwan,0.333472973286973,8056.333333333333,12291.666666666666,21.33333333333333,1.0,2020,"POLYGON ((120.404663085938 22.4922572200852, 120.41015625 22.4922572200852, 120.41015625 22.4871818211393, 120.404663085938 22.4871818211393, 120.404663085938 22.4922572200852))"
Taiwan,0.387483009660013,38654.0,41458.0,9.0,1.0,2020,"POLYGON ((120.41015625 22.4973324328823, 120.415649414062 22.4973324328823, 120.415649414062 22.4922572200852, 120.41015625 22.4922572200852, 120.41015625 22.4973324328823))"
Taiwan,0.3227830678764774,54017.0,22660.5,16.0,4.0,2020,"POLYGON ((120.41015625 22.5024074594977, 120.415649414062 22.5024074594977, 120.415649414062 22.4973324328823, 120.41015625 22.4973324328823, 120.41015625 22.5024074594977))"
Taiwan,0.3239974652206812,63774.5,31157.0,10.5,1.0,2020,"POLYGON ((120.41015625 23.9059269273147, 120.415649414062 23.9059269273147, 120.415649414062 23.9009049130377, 120.41015625 23.9009049130377, 120.41015625 23.9059269273147))"
Taiwan,0.3658871593258018,43404.0,16055.0,14.5,1.0,2020,"POLYGON ((120.503540039062 23.9159703705102, 120.509033203125 23.9159703705102, 120.509033203125 23.9109487464825, 120.503540039062 23.9109487464825, 120.503540039062 23.9159703705102))"
Taiwan,0.3283632811703485,59222.333333333336,33328.333333333336,8.0,2.0,2020,"POLYGON ((120.503540039062 23.9209917993668, 120.509033203125 23.9209917993668, 120.509033203125 23.9159703705102, 120.503540039062 23.9159703705102, 120.503540039062 23.9209917993668))"
Taiwan,0.3568501913176695,59222.333333333336,33328.333333333336,8.0,2.0,2020,"POLYGON ((120.503540039062 23.9209917993668, 120.509033203125 23.9209917993668, 120.509033203125 23.9159703705102, 120.503540039062 23.9159703705102, 120.503540039062 23.9209917993668))"
Taiwan,0.3529310717377638,39116.0,29070.0,6.0,1.0,2020,"POLYGON ((120.509033203125 23.9109487464825, 120.514526367188 23.9109487464825, 120.514526367188 23.9059269273147, 120.509033203125 23.9059269273147, 120.509033203125 23.9109487464825))"
Taiwan,0.4272920539663305,58945.5,24426.0,8.5,1.5,2020,"POLYGON ((120.509033203125 23.9159703705102, 120.514526367188 23.9159703705102, 120.514526367188 23.9109487464825, 120.509033203125 23.9109487464825, 120.509033203125 23.9159703705102))"
Taiwan,0.345841719502231,41244.0,21661.666666666668,26.666666666666668,3.0,2020,"POLYGON ((120.509033203125 23.9209917993668, 120.514526367188 23.9209917993668, 120.514526367188 23.9159703705102, 120.509033203125 23.9159703705102, 120.509033203125 23.9209917993668))"
Taiwan,0.3902465529704227,41244.0,21661.666666666668,26.666666666666668,3.0,2020,"POLYGON ((120.509033203125 23.9209917993668, 120.514526367188 23.9209917993668, 120.514526367188 23.9159703705102, 120.509033203125 23.9159703705102, 120.509033203125 23.9209917993668))"
