country,normalized_light_intensity,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,year,geometry
Taiwan,0.3506968588242044,100500.0,48030.0,4.0,3.0,2020,"POLYGON ((120.514526367188 23.9109487464825, 120.52001953125 23.9109487464825, 120.52001953125 23.9059269273147, 120.514526367188 23.9059269273147, 120.514526367188 23.9109487464825))"
Taiwan,0.4011320675981195,63282.0,27757.0,7.0,1.0,2020,"POLYGON ((120.514526367188 23.9159703705102, 120.52001953125 23.9159703705102, 120.52001953125 23.9109487464825, 120.514526367188 23.9109487464825, 120.514526367188 23.9159703705102))"
Taiwan,0.3508165756168329,24052.5,13801.0,67.25,4.5,2020,"POLYGON ((120.514526367188 23.9209917993668, 120.52001953125 23.9209917993668, 120.52001953125 23.9159703705102, 120.514526367188 23.9159703705102, 120.514526367188 23.9209917993668))"
Taiwan,0.3299003586406084,60520.0,18177.5,10.5,1.5,2020,"POLYGON ((120.52001953125 23.9209917993668, 120.525512695312 23.9209917993668, 120.525512695312 23.9159703705102, 120.52001953125 23.9159703705102, 120.52001953125 23.9209917993668))"
Philippines,0.326417043971805,2366.333333333333,7585.0,66.0,1.6666666666666667,2020,"POLYGON ((120.536499023438 14.4293603933732, 120.5419921875 14.4293603933732, 120.5419921875 14.4240404443547, 120.536499023438 14.4240404443547, 120.536499023438 14.4293603933732))"
Philippines,0.3664233644448838,70457.25,78064.75,14.0,47.0,2020,"POLYGON ((120.5419921875 15.1834824210601, 120.547485351562 15.1834824210601, 120.547485351562 15.1781809455964, 120.5419921875 15.1781809455964, 120.5419921875 15.1834824210601))"
Philippines,0.3861929090661993,70457.25,78064.75,14.0,47.0,2020,"POLYGON ((120.5419921875 15.1834824210601, 120.547485351562 15.1834824210601, 120.547485351562 15.1781809455964, 120.5419921875 15.1781809455964, 120.5419921875 15.1834824210601))"
Philippines,0.3281279389702165,22967.5,31385.0,25.0,2.0,2020,"POLYGON ((120.547485351562 15.1834824210601, 120.552978515625 15.1834824210601, 120.552978515625 15.1781809455964, 120.547485351562 15.1781809455964, 120.547485351562 15.1834824210601))"
Philippines,0.4430716172092764,22967.5,31385.0,25.0,2.0,2020,"POLYGON ((120.547485351562 15.1834824210601, 120.552978515625 15.1834824210601, 120.552978515625 15.1781809455964, 120.547485351562 15.1781809455964, 120.547485351562 15.1834824210601))"
Philippines,0.3029382297716962,66384.75,73516.0,11.75,49.5,2020,"POLYGON ((120.547485351562 15.1887837634032, 120.552978515625 15.1887837634032, 120.552978515625 15.1834824210601, 120.547485351562 15.1834824210601, 120.547485351562 15.1887837634032))"
Philippines,0.3815137925112589,5924.333333333333,2786.333333333333,61.333333333333336,2.0,2020,"POLYGON ((120.596923828125 14.5250977010989, 120.602416992188 14.5250977010989, 120.602416992188 14.5197800463261, 120.596923828125 14.5197800463261, 120.596923828125 14.5250977010989))"
Philippines,0.3198294015161053,5924.333333333333,2786.333333333333,61.333333333333336,2.0,2020,"POLYGON ((120.596923828125 14.5250977010989, 120.602416992188 14.5250977010989, 120.602416992188 14.5197800463261, 120.596923828125 14.5197800463261, 120.596923828125 14.5250977010989))"
Philippines,0.3252831409674812,12854.75,10549.0,55.0,11.75,2020,"POLYGON ((120.602416992188 14.5197800463261, 120.60791015625 14.5197800463261, 120.60791015625 14.5144622637317, 120.602416992188 14.5144622637317, 120.602416992188 14.5197800463261))"
Philippines,0.4590479731627815,7613.0,5242.0,82.0,3.0,2020,"POLYGON ((120.602416992188 14.5250977010989, 120.60791015625 14.5250977010989, 120.60791015625 14.5197800463261, 120.602416992188 14.5197800463261, 120.602416992188 14.5250977010989))"
Taiwan,0.3064511998866968,84426.25,48289.75,4.5,99.75,2020,"POLYGON ((120.6298828125 24.1768251504575, 120.635375976562 24.1768251504575, 120.635375976562 24.1718137162514, 120.6298828125 24.1718137162514, 120.6298828125 24.1768251504575))"
Taiwan,0.3112424006807042,92920.75,57447.75,6.75,521.5,2020,"POLYGON ((120.635375976562 24.1668020853032, 120.640869140625 24.1668020853032, 120.640869140625 24.1617902576437, 120.635375976562 24.1617902576437, 120.635375976562 24.1668020853032))"
Taiwan,0.3249804904503975,75866.75,39372.25,9.5,404.5,2020,"POLYGON ((120.635375976562 24.1718137162514, 120.640869140625 24.1718137162514, 120.640869140625 24.1668020853032, 120.635375976562 24.1668020853032, 120.635375976562 24.1718137162514))"
Taiwan,0.3064315599309495,83569.25,41066.0,8.5,353.0,2020,"POLYGON ((120.635375976562 24.1768251504575, 120.640869140625 24.1768251504575, 120.640869140625 24.1718137162514, 120.635375976562 24.1718137162514, 120.635375976562 24.1768251504575))"
Taiwan,0.3032449869902088,53840.25,29203.0,8.75,151.5,2020,"POLYGON ((120.673828125 24.1467535947031, 120.679321289062 24.1467535947031, 120.679321289062 24.1417409805043, 120.673828125 24.1417409805043, 120.673828125 24.1467535947031))"
Taiwan,0.3250489734349246,53840.25,29203.0,8.75,151.5,2020,"POLYGON ((120.673828125 24.1467535947031, 120.679321289062 24.1467535947031, 120.679321289062 24.1417409805043, 120.673828125 24.1417409805043, 120.673828125 24.1467535947031))"
Taiwan,0.3152723654836906,42739.5,28200.25,8.75,224.25,2020,"POLYGON ((120.679321289062 24.1417409805043, 120.684814453125 24.1417409805043, 120.684814453125 24.1367281697474, 120.679321289062 24.1367281697474, 120.679321289062 24.1417409805043))"
Taiwan,0.316029096535164,42739.5,28200.25,8.75,224.25,2020,"POLYGON ((120.679321289062 24.1417409805043, 120.684814453125 24.1417409805043, 120.684814453125 24.1367281697474, 120.679321289062 24.1367281697474, 120.679321289062 24.1417409805043))"
Taiwan,0.3052967498520878,48160.75,29031.0,10.75,115.25,2020,"POLYGON ((120.684814453125 24.1367281697474, 120.690307617188 24.1367281697474, 120.690307617188 24.1317151624629, 120.684814453125 24.1317151624629, 120.684814453125 24.1367281697474))"
Taiwan,0.3465866942421656,49445.5,35520.0,8.0,41.25,2020,"POLYGON ((120.684814453125 24.1417409805043, 120.690307617188 24.1417409805043, 120.690307617188 24.1367281697474, 120.684814453125 24.1367281697474, 120.684814453125 24.1417409805043))"
Taiwan,0.3265052149022135,49445.5,35520.0,8.0,41.25,2020,"POLYGON ((120.684814453125 24.1417409805043, 120.690307617188 24.1417409805043, 120.690307617188 24.1367281697474, 120.684814453125 24.1367281697474, 120.684814453125 24.1417409805043))"
Taiwan,0.3084771186216971,57681.25,31649.0,6.5,41.75,2020,"POLYGON ((120.690307617188 24.1417409805043, 120.69580078125 24.1417409805043, 120.69580078125 24.1367281697474, 120.690307617188 24.1367281697474, 120.690307617188 24.1417409805043))"
Philippines,0.4456889011032959,3154.0,1039.0,764.0,1.0,2020,"POLYGON ((120.948486328125 14.6101627588732, 120.953979492188 14.6101627588732, 120.953979492188 14.6048471550539, 120.948486328125 14.6048471550539, 120.948486328125 14.6101627588732))"
Philippines,0.406565993116246,13113.5,10159.25,17.5,15.0,2020,"POLYGON ((120.953979492188 14.6048471550539, 120.95947265625 14.6048471550539, 120.95947265625 14.5995314227299, 120.953979492188 14.5995314227299, 120.953979492188 14.6048471550539))"
Philippines,0.4216920349190756,13113.5,10159.25,17.5,15.0,2020,"POLYGON ((120.953979492188 14.6048471550539, 120.95947265625 14.6048471550539, 120.95947265625 14.5995314227299, 120.953979492188 14.5995314227299, 120.953979492188 14.6048471550539))"
Philippines,0.3149805949170922,33612.75,14617.5,20.75,3.75,2020,"POLYGON ((120.953979492188 14.6261087988768, 120.95947265625 14.6261087988768, 120.95947265625 14.6207935808273, 120.953979492188 14.6207935808273, 120.953979492188 14.6261087988768))"
Philippines,0.3051348384681195,32785.0,34600.5,26.5,37.5,2020,"POLYGON ((120.953979492188 14.6420536808036, 120.95947265625 14.6420536808036, 120.95947265625 14.6367388489076, 120.953979492188 14.6367388489076, 120.953979492188 14.6420536808036))"
Philippines,0.3287062459701555,18740.75,21930.75,9.5,6.25,2020,"POLYGON ((120.95947265625 14.5888995727386, 120.964965820312 14.5888995727386, 120.964965820312 14.5835834551565, 120.95947265625 14.5835834551565, 120.95947265625 14.5888995727386))"
Philippines,0.3624497063043009,26956.25,28141.0,27.5,979.25,2020,"POLYGON ((120.95947265625 14.6048471550539, 120.964965820312 14.6048471550539, 120.964965820312 14.5995314227299, 120.95947265625 14.5995314227299, 120.95947265625 14.6048471550539))"
Philippines,0.4438137510161888,26956.25,28141.0,27.5,979.25,2020,"POLYGON ((120.95947265625 14.6048471550539, 120.964965820312 14.6048471550539, 120.964965820312 14.5995314227299, 120.95947265625 14.5995314227299, 120.95947265625 14.6048471550539))"
Philippines,0.4364111728929278,24229.0,24089.0,15.75,838.75,2020,"POLYGON ((120.95947265625 14.6101627588732, 120.964965820312 14.6101627588732, 120.964965820312 14.6048471550539, 120.95947265625 14.6048471550539, 120.95947265625 14.6101627588732))"
Philippines,0.4047103630242553,23636.0,20984.5,27.5,1285.5,2020,"POLYGON ((120.95947265625 14.6154782341453, 120.964965820312 14.6154782341453, 120.964965820312 14.6101627588732, 120.95947265625 14.6101627588732, 120.95947265625 14.6154782341453))"
Philippines,0.3396777137814966,30685.75,30410.75,20.0,991.75,2020,"POLYGON ((120.95947265625 14.6207935808273, 120.964965820312 14.6207935808273, 120.964965820312 14.6154782341453, 120.95947265625 14.6154782341453, 120.95947265625 14.6207935808273))"
Philippines,0.4006556812203833,14768.75,11810.5,78.75,32.5,2020,"POLYGON ((120.964965820312 14.5942155619439, 120.970458984375 14.5942155619439, 120.970458984375 14.5888995727386, 120.964965820312 14.5888995727386, 120.964965820312 14.5942155619439))"
Philippines,0.3106013238248357,30664.0,27742.5,15.75,1039.75,2020,"POLYGON ((120.964965820312 14.6048471550539, 120.970458984375 14.6048471550539, 120.970458984375 14.5995314227299, 120.964965820312 14.5995314227299, 120.964965820312 14.6048471550539))"
Philippines,0.350315447584862,30664.0,27742.5,15.75,1039.75,2020,"POLYGON ((120.964965820312 14.6048471550539, 120.970458984375 14.6048471550539, 120.970458984375 14.5995314227299, 120.964965820312 14.5995314227299, 120.964965820312 14.6048471550539))"
Philippines,0.3337653931840351,25971.75,25624.25,22.75,171.75,2020,"POLYGON ((120.964965820312 14.7589473199356, 120.970458984375 14.7589473199356, 120.970458984375 14.7536353315404, 120.964965820312 14.7536353315404, 120.964965820312 14.7589473199356))"
Philippines,0.342805497424187,28776.0,36465.25,36.75,87.25,2020,"POLYGON ((120.970458984375 14.5835834551565, 120.975952148438 14.5835834551565, 120.975952148438 14.5782672092405, 120.970458984375 14.5782672092405, 120.970458984375 14.5835834551565))"
Philippines,0.4443712712722555,28776.0,36465.25,36.75,87.25,2020,"POLYGON ((120.970458984375 14.5835834551565, 120.975952148438 14.5835834551565, 120.975952148438 14.5782672092405, 120.970458984375 14.5782672092405, 120.970458984375 14.5835834551565))"
Philippines,0.456834275422426,23142.25,23333.0,20.5,98.75,2020,"POLYGON ((120.970458984375 14.5888995727386, 120.975952148438 14.5888995727386, 120.975952148438 14.5835834551565, 120.970458984375 14.5835834551565, 120.970458984375 14.5888995727386))"
Philippines,0.3489590431776139,36167.0,38404.0,20.25,226.75,2020,"POLYGON ((120.970458984375 14.5942155619439, 120.975952148438 14.5942155619439, 120.975952148438 14.5888995727386, 120.970458984375 14.5888995727386, 120.970458984375 14.5942155619439))"
Philippines,0.3075198127045611,33423.5,33700.5,18.25,1473.5,2020,"POLYGON ((120.970458984375 14.6048471550539, 120.975952148438 14.6048471550539, 120.975952148438 14.5995314227299, 120.970458984375 14.5995314227299, 120.970458984375 14.6048471550539))"
Philippines,0.3756967857094815,35531.0,36475.0,33.75,199.75,2020,"POLYGON ((120.975952148438 14.5144622637317, 120.9814453125 14.5144622637317, 120.9814453125 14.5091443533584, 120.975952148438 14.5091443533584, 120.975952148438 14.5144622637317))"
Philippines,0.3435412974873194,26409.25,24314.25,25.5,362.75,2020,"POLYGON ((120.975952148438 14.5835834551565, 120.9814453125 14.5835834551565, 120.9814453125 14.5782672092405, 120.975952148438 14.5782672092405, 120.975952148438 14.5835834551565))"
Philippines,0.3538725565095112,26409.25,24314.25,25.5,362.75,2020,"POLYGON ((120.975952148438 14.5835834551565, 120.9814453125 14.5835834551565, 120.9814453125 14.5782672092405, 120.975952148438 14.5782672092405, 120.975952148438 14.5835834551565))"
Philippines,0.305299383099388,33611.5,33081.75,26.75,399.25,2020,"POLYGON ((120.975952148438 14.5995314227299, 120.9814453125 14.5995314227299, 120.9814453125 14.5942155619439, 120.975952148438 14.5942155619439, 120.975952148438 14.5995314227299))"
Philippines,0.3549596320348214,37903.5,40927.5,14.5,212.75,2020,"POLYGON ((120.9814453125 14.5144622637317, 120.986938476562 14.5144622637317, 120.986938476562 14.5091443533584, 120.9814453125 14.5091443533584, 120.9814453125 14.5144622637317))"
Philippines,0.396255116684752,31586.0,31374.75,40.25,18.25,2020,"POLYGON ((120.9814453125 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5144622637317, 120.9814453125 14.5144622637317, 120.9814453125 14.5197800463261))"
Philippines,0.4255548042864123,24457.5,18940.0,18.75,41.75,2020,"POLYGON ((120.9814453125 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5197800463261, 120.9814453125 14.5197800463261, 120.9814453125 14.5250977010989))"
Philippines,0.4186908055092472,24457.5,18940.0,18.75,41.75,2020,"POLYGON ((120.9814453125 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5197800463261, 120.9814453125 14.5197800463261, 120.9814453125 14.5250977010989))"
Philippines,0.3103801856848583,46344.0,26553.5,11.25,35.25,2020,"POLYGON ((120.9814453125 14.5304152280074, 120.986938476562 14.5304152280074, 120.986938476562 14.5250977010989, 120.9814453125 14.5250977010989, 120.9814453125 14.5304152280074))"
Philippines,0.3432277711380706,26897.25,18602.25,39.5,303.5,2020,"POLYGON ((120.9814453125 14.5357326270088, 120.986938476562 14.5357326270088, 120.986938476562 14.5304152280074, 120.9814453125 14.5304152280074, 120.9814453125 14.5357326270088))"
Philippines,0.3785865050359597,27475.25,14962.75,25.0,276.25,2020,"POLYGON ((120.9814453125 14.5410498980604, 120.986938476562 14.5410498980604, 120.986938476562 14.5357326270088, 120.9814453125 14.5357326270088, 120.9814453125 14.5410498980604))"
Philippines,0.3139512288458236,25710.25,19665.5,21.5,1032.0,2020,"POLYGON ((120.9814453125 14.5782672092405, 120.986938476562 14.5782672092405, 120.986938476562 14.572950835033, 120.9814453125 14.572950835033, 120.9814453125 14.5782672092405))"
Philippines,0.3617279309595386,28203.75,23817.25,20.75,539.75,2020,"POLYGON ((120.9814453125 14.5835834551565, 120.986938476562 14.5835834551565, 120.986938476562 14.5782672092405, 120.9814453125 14.5782672092405, 120.9814453125 14.5835834551565))"
Philippines,0.4315453858284473,28203.75,23817.25,20.75,539.75,2020,"POLYGON ((120.9814453125 14.5835834551565, 120.986938476562 14.5835834551565, 120.986938476562 14.5782672092405, 120.9814453125 14.5782672092405, 120.9814453125 14.5835834551565))"
Philippines,0.371389303078869,34585.0,26599.75,28.0,133.75,2020,"POLYGON ((120.9814453125 14.5888995727386, 120.986938476562 14.5888995727386, 120.986938476562 14.5835834551565, 120.9814453125 14.5835834551565, 120.9814453125 14.5888995727386))"
Philippines,0.4395641105466304,44535.5,43947.0,22.0,118.75,2020,"POLYGON ((120.986938476562 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5250977010989))"
Philippines,0.367743557934121,28974.75,25531.75,22.75,249.25,2020,"POLYGON ((120.986938476562 14.5463670411195, 120.992431640625 14.5463670411195, 120.992431640625 14.5410498980604, 120.986938476562 14.5410498980604, 120.986938476562 14.5463670411195))"
Philippines,0.3201694210107654,28974.75,25531.75,22.75,249.25,2020,"POLYGON ((120.986938476562 14.5463670411195, 120.992431640625 14.5463670411195, 120.992431640625 14.5410498980604, 120.986938476562 14.5410498980604, 120.986938476562 14.5463670411195))"
Philippines,0.3091266774694196,34754.75,34716.0,20.25,515.0,2020,"POLYGON ((120.986938476562 14.5835834551565, 120.992431640625 14.5835834551565, 120.992431640625 14.5782672092405, 120.986938476562 14.5782672092405, 120.986938476562 14.5835834551565))"
Philippines,0.387286535492219,29513.5,24302.5,29.0,441.25,2020,"POLYGON ((120.992431640625 14.5197800463261, 120.997924804688 14.5197800463261, 120.997924804688 14.5144622637317, 120.992431640625 14.5144622637317, 120.992431640625 14.5197800463261))"
Philippines,0.3802387073420095,24224.5,21542.75,23.5,898.75,2020,"POLYGON ((120.992431640625 14.5304152280074, 120.997924804688 14.5304152280074, 120.997924804688 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5304152280074))"
Philippines,0.3917073378472618,27455.5,22864.25,21.0,450.5,2020,"POLYGON ((120.992431640625 14.5357326270088, 120.997924804688 14.5357326270088, 120.997924804688 14.5304152280074, 120.992431640625 14.5304152280074, 120.992431640625 14.5357326270088))"
Philippines,0.3741035656383663,22651.0,19694.25,21.5,773.75,2020,"POLYGON ((120.992431640625 14.5410498980604, 120.997924804688 14.5410498980604, 120.997924804688 14.5357326270088, 120.992431640625 14.5357326270088, 120.992431640625 14.5410498980604))"
Philippines,0.4286375580268952,28551.5,24186.25,27.25,268.75,2020,"POLYGON ((120.997924804688 14.5091443533584, 121.00341796875 14.5091443533584, 121.00341796875 14.503826315249, 120.997924804688 14.503826315249, 120.997924804688 14.5091443533584))"
Philippines,0.3524290239163974,28551.5,24186.25,27.25,268.75,2020,"POLYGON ((120.997924804688 14.5091443533584, 121.00341796875 14.5091443533584, 121.00341796875 14.503826315249, 120.997924804688 14.503826315249, 120.997924804688 14.5091443533584))"
Philippines,0.3073091704828478,26031.5,23994.0,24.5,986.0,2020,"POLYGON ((120.997924804688 14.5144622637317, 121.00341796875 14.5144622637317, 121.00341796875 14.5091443533584, 120.997924804688 14.5091443533584, 120.997924804688 14.5144622637317))"
Philippines,0.4639492050638824,21049.25,19317.75,45.75,276.75,2020,"POLYGON ((120.997924804688 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5144622637317, 120.997924804688 14.5144622637317, 120.997924804688 14.5197800463261))"
Philippines,0.4514792699883754,29244.75,24749.0,31.25,146.75,2020,"POLYGON ((120.997924804688 14.5250977010989, 121.00341796875 14.5250977010989, 121.00341796875 14.5197800463261, 120.997924804688 14.5197800463261, 120.997924804688 14.5250977010989))"
Philippines,0.3996767860388362,29244.75,24749.0,31.25,146.75,2020,"POLYGON ((120.997924804688 14.5250977010989, 121.00341796875 14.5250977010989, 121.00341796875 14.5197800463261, 120.997924804688 14.5197800463261, 120.997924804688 14.5250977010989))"
Philippines,0.4917011971318636,95902.25,77796.5,8.75,319.0,2020,"POLYGON ((121.00341796875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.503826315249, 121.00341796875 14.503826315249, 121.00341796875 14.5091443533584))"
Philippines,0.3157222099602283,20671.0,18680.5,24.75,511.0,2020,"POLYGON ((121.00341796875 14.5144622637317, 121.008911132812 14.5144622637317, 121.008911132812 14.5091443533584, 121.00341796875 14.5091443533584, 121.00341796875 14.5144622637317))"
Philippines,0.3984994335521813,21733.25,17674.25,23.25,18.0,2020,"POLYGON ((121.00341796875 14.5197800463261, 121.008911132812 14.5197800463261, 121.008911132812 14.5144622637317, 121.00341796875 14.5144622637317, 121.00341796875 14.5197800463261))"
Philippines,0.3296653617746981,21733.25,17674.25,23.25,18.0,2020,"POLYGON ((121.00341796875 14.5197800463261, 121.008911132812 14.5197800463261, 121.008911132812 14.5144622637317, 121.00341796875 14.5144622637317, 121.00341796875 14.5197800463261))"
Philippines,0.4063568709930399,22178.25,13072.75,35.0,3.5,2020,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))"
Philippines,0.3263192208071566,22178.25,13072.75,35.0,3.5,2020,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))"
Philippines,0.3677598447038411,22178.25,13072.75,35.0,3.5,2020,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))"
Philippines,0.3825542456502109,22178.25,13072.75,35.0,3.5,2020,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))"
Philippines,0.304646108701641,27021.25,19997.25,21.25,1080.75,2020,"POLYGON ((121.00341796875 14.5570009430895, 121.008911132812 14.5570009430895, 121.008911132812 14.5516840561434, 121.00341796875 14.5516840561434, 121.00341796875 14.5570009430895))"
Philippines,0.3103749437578633,29185.75,20068.25,20.5,1992.5,2020,"POLYGON ((121.00341796875 14.5623177019148, 121.008911132812 14.5623177019148, 121.008911132812 14.5570009430895, 121.00341796875 14.5570009430895, 121.00341796875 14.5623177019148))"
Philippines,0.3513200396697453,33111.0,30441.0,18.0,1998.25,2020,"POLYGON ((121.00341796875 14.5676343325769, 121.008911132812 14.5676343325769, 121.008911132812 14.5623177019148, 121.00341796875 14.5623177019148, 121.00341796875 14.5676343325769))"
Philippines,0.3513173855294946,33111.0,30441.0,18.0,1998.25,2020,"POLYGON ((121.00341796875 14.5676343325769, 121.008911132812 14.5676343325769, 121.008911132812 14.5623177019148, 121.00341796875 14.5623177019148, 121.00341796875 14.5676343325769))"
Philippines,0.3715299483836075,58792.25,50858.5,9.75,22.0,2020,"POLYGON ((121.008911132812 14.5091443533584, 121.014404296875 14.5091443533584, 121.014404296875 14.503826315249, 121.008911132812 14.503826315249, 121.008911132812 14.5091443533584))"
Philippines,0.4234850876225194,64142.25,58250.0,24.0,81.25,2020,"POLYGON ((121.008911132812 14.5197800463261, 121.014404296875 14.5197800463261, 121.014404296875 14.5144622637317, 121.008911132812 14.5144622637317, 121.008911132812 14.5197800463261))"
Philippines,0.4450289853227854,53249.25,47479.0,22.5,473.5,2020,"POLYGON ((121.008911132812 14.5250977010989, 121.014404296875 14.5250977010989, 121.014404296875 14.5197800463261, 121.008911132812 14.5197800463261, 121.008911132812 14.5250977010989))"
Philippines,0.3569531929699304,53249.25,47479.0,22.5,473.5,2020,"POLYGON ((121.008911132812 14.5250977010989, 121.014404296875 14.5250977010989, 121.014404296875 14.5197800463261, 121.008911132812 14.5197800463261, 121.008911132812 14.5250977010989))"
Philippines,0.3061038892021914,27421.75,23129.75,18.5,2219.75,2020,"POLYGON ((121.008911132812 14.5463670411195, 121.014404296875 14.5463670411195, 121.014404296875 14.5410498980604, 121.008911132812 14.5410498980604, 121.008911132812 14.5463670411195))"
Philippines,0.3117314507114392,31825.5,27646.0,21.0,2845.5,2020,"POLYGON ((121.008911132812 14.5570009430895, 121.014404296875 14.5570009430895, 121.014404296875 14.5516840561434, 121.008911132812 14.5516840561434, 121.008911132812 14.5570009430895))"
Philippines,0.3366698188603568,28277.75,18895.75,25.75,2208.25,2020,"POLYGON ((121.008911132812 14.5623177019148, 121.014404296875 14.5623177019148, 121.014404296875 14.5570009430895, 121.008911132812 14.5570009430895, 121.008911132812 14.5623177019148))"
Philippines,0.3899909837649257,27243.0,20290.0,28.0,2055.5,2020,"POLYGON ((121.008911132812 14.5676343325769, 121.014404296875 14.5676343325769, 121.014404296875 14.5623177019148, 121.008911132812 14.5623177019148, 121.008911132812 14.5676343325769))"
Philippines,0.3982392071648757,27243.0,20290.0,28.0,2055.5,2020,"POLYGON ((121.008911132812 14.5676343325769, 121.014404296875 14.5676343325769, 121.014404296875 14.5623177019148, 121.008911132812 14.5623177019148, 121.008911132812 14.5676343325769))"
Philippines,0.3451616923353195,28511.25,24602.5,24.0,2339.25,2020,"POLYGON ((121.008911132812 14.572950835033, 121.014404296875 14.572950835033, 121.014404296875 14.5676343325769, 121.008911132812 14.5676343325769, 121.008911132812 14.572950835033))"
Philippines,0.3658435554428484,23162.25,18157.0,16.75,3.25,2020,"POLYGON ((121.014404296875 14.5091443533584, 121.019897460938 14.5091443533584, 121.019897460938 14.503826315249, 121.014404296875 14.503826315249, 121.014404296875 14.5091443533584))"
Philippines,0.4013028088705951,48591.333333333336,33680.0,16.333333333333332,5.333333333333333,2020,"POLYGON ((121.014404296875 14.5144622637317, 121.019897460938 14.5144622637317, 121.019897460938 14.5091443533584, 121.014404296875 14.5091443533584, 121.014404296875 14.5144622637317))"
Philippines,0.4452504250696094,30946.25,32025.25,8.5,110.75,2020,"POLYGON ((121.014404296875 14.5197800463261, 121.019897460938 14.5197800463261, 121.019897460938 14.5144622637317, 121.014404296875 14.5144622637317, 121.014404296875 14.5197800463261))"
Philippines,0.439600906581924,25160.25,17630.25,24.25,1168.0,2020,"POLYGON ((121.014404296875 14.5250977010989, 121.019897460938 14.5250977010989, 121.019897460938 14.5197800463261, 121.014404296875 14.5197800463261, 121.014404296875 14.5250977010989))"
Philippines,0.3168688347413447,40438.25,30761.75,15.5,2725.0,2020,"POLYGON ((121.014404296875 14.5623177019148, 121.019897460938 14.5623177019148, 121.019897460938 14.5570009430895, 121.014404296875 14.5570009430895, 121.014404296875 14.5623177019148))"
Philippines,0.3447126781584103,29902.75,21001.0,21.0,794.75,2020,"POLYGON ((121.014404296875 14.5676343325769, 121.019897460938 14.5676343325769, 121.019897460938 14.5623177019148, 121.014404296875 14.5623177019148, 121.014404296875 14.5676343325769))"
Philippines,0.3614909644922482,29902.75,21001.0,21.0,794.75,2020,"POLYGON ((121.014404296875 14.5676343325769, 121.019897460938 14.5676343325769, 121.019897460938 14.5623177019148, 121.014404296875 14.5623177019148, 121.014404296875 14.5676343325769))"
Philippines,0.3742729239149075,27689.5,24741.0,22.0,2017.25,2020,"POLYGON ((121.014404296875 14.572950835033, 121.019897460938 14.572950835033, 121.019897460938 14.5676343325769, 121.014404296875 14.5676343325769, 121.014404296875 14.572950835033))"
Philippines,0.3001409167509004,29691.25,25101.75,20.75,1302.75,2020,"POLYGON ((121.014404296875 14.5782672092405, 121.019897460938 14.5782672092405, 121.019897460938 14.572950835033, 121.014404296875 14.572950835033, 121.014404296875 14.5782672092405))"
Philippines,0.3633891995673992,32473.5,32077.5,24.5,2.0,2020,"POLYGON ((121.019897460938 14.5144622637317, 121.025390625 14.5144622637317, 121.025390625 14.5091443533584, 121.019897460938 14.5091443533584, 121.019897460938 14.5144622637317))"
Philippines,0.3724283808906004,32473.5,32077.5,24.5,2.0,2020,"POLYGON ((121.019897460938 14.5144622637317, 121.025390625 14.5144622637317, 121.025390625 14.5091443533584, 121.019897460938 14.5091443533584, 121.019897460938 14.5144622637317))"
Philippines,0.346639644301775,27022.0,19473.0,27.5,178.75,2020,"POLYGON ((121.019897460938 14.5197800463261, 121.025390625 14.5197800463261, 121.025390625 14.5144622637317, 121.019897460938 14.5144622637317, 121.019897460938 14.5197800463261))"
Philippines,0.3953162748924425,27022.0,19473.0,27.5,178.75,2020,"POLYGON ((121.019897460938 14.5197800463261, 121.025390625 14.5197800463261, 121.025390625 14.5144622637317, 121.019897460938 14.5144622637317, 121.019897460938 14.5197800463261))"
Philippines,0.3014606276691829,37682.25,31468.5,20.0,3731.5,2020,"POLYGON ((121.019897460938 14.5623177019148, 121.025390625 14.5623177019148, 121.025390625 14.5570009430895, 121.019897460938 14.5570009430895, 121.019897460938 14.5623177019148))"
Philippines,0.3516732333514679,31446.0,28445.5,17.75,2344.75,2020,"POLYGON ((121.019897460938 14.572950835033, 121.025390625 14.572950835033, 121.025390625 14.5676343325769, 121.019897460938 14.5676343325769, 121.019897460938 14.572950835033))"
