country,normalized_light_intensity,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,geometry
Taiwan,0.3902415657604911,109873.75,45284.75,10.5,94.0,"POLYGON ((120.34423828125 22.5734382645724, 120.349731445312 22.5734382645724, 120.349731445312 22.5683658479615, 120.34423828125 22.5683658479615, 120.34423828125 22.5734382645724))"
Taiwan,0.397038415895484,56811.0,27806.25,5.0,20.0,"POLYGON ((120.338745117188 22.5734382645724, 120.34423828125 22.5734382645724, 120.34423828125 22.5683658479615, 120.338745117188 22.5683658479615, 120.338745117188 22.5734382645724))"
Taiwan,0.3198772701827263,135179.0,61496.75,8.0,62.0,"POLYGON ((120.333251953125 22.5734382645724, 120.338745117188 22.5734382645724, 120.338745117188 22.5683658479615, 120.333251953125 22.5683658479615, 120.333251953125 22.5734382645724))"
Taiwan,0.3436672297017306,52930.5,22073.5,5.5,1.0,"POLYGON ((120.311279296875 22.558220454844, 120.316772460938 22.558220454844, 120.316772460938 22.5531474784032, 120.311279296875 22.5531474784032, 120.311279296875 22.558220454844))"
Taiwan,0.4277029555206698,19635.0,17210.0,3.0,2.0,"POLYGON ((120.305786132812 22.5683658479615, 120.311279296875 22.5683658479615, 120.311279296875 22.5632932447078, 120.305786132812 22.5632932447078, 120.305786132812 22.5683658479615))"
Taiwan,0.3462996764447248,39458.666666666664,13788.666666666666,9.0,20.0,"POLYGON ((120.305786132812 22.5632932447078, 120.311279296875 22.5632932447078, 120.311279296875 22.558220454844, 120.305786132812 22.558220454844, 120.305786132812 22.5632932447078))"
Taiwan,0.3275704178455654,38473.0,27229.0,11.0,1.0,"POLYGON ((120.30029296875 22.5683658479615, 120.305786132812 22.5683658479615, 120.305786132812 22.5632932447078, 120.30029296875 22.5632932447078, 120.30029296875 22.5683658479615))"
Taiwan,0.3261323124507272,47433.0,20955.0,13.5,1.0,"POLYGON ((120.30029296875 22.5734382645724, 120.305786132812 22.5734382645724, 120.305786132812 22.5683658479615, 120.30029296875 22.5683658479615, 120.30029296875 22.5734382645724))"
Taiwan,0.3342485807118262,112215.75,52348.25,8.25,351.5,"POLYGON ((120.305786132812 22.6089399520859, 120.311279296875 22.6089399520859, 120.311279296875 22.6038688428957, 120.305786132812 22.6038688428957, 120.305786132812 22.6089399520859))"
Taiwan,0.3394574670052304,106165.5,49172.5,7.75,470.25,"POLYGON ((120.305786132812 22.6140108743703, 120.311279296875 22.6140108743703, 120.311279296875 22.6089399520859, 120.305786132812 22.6089399520859, 120.305786132812 22.6140108743703))"
Taiwan,0.383017654959282,114346.0,55779.5,6.5,623.75,"POLYGON ((120.30029296875 22.6140108743703, 120.305786132812 22.6140108743703, 120.305786132812 22.6089399520859, 120.30029296875 22.6089399520859, 120.30029296875 22.6140108743703))"
Taiwan,0.3194303383757533,68897.75,31991.5,13.5,248.25,"POLYGON ((120.289306640625 22.6292225194605, 120.294799804688 22.6292225194605, 120.294799804688 22.6241521580904, 120.289306640625 22.6241521580904, 120.289306640625 22.6292225194605))"
Taiwan,0.3669511641580985,98846.5,34037.25,8.5,259.5,"POLYGON ((120.294799804688 22.6292225194605, 120.30029296875 22.6292225194605, 120.30029296875 22.6241521580904, 120.294799804688 22.6241521580904, 120.294799804688 22.6292225194605))"
Taiwan,0.3644436311557593,85174.75,40379.0,7.75,391.0,"POLYGON ((120.294799804688 22.6241521580904, 120.30029296875 22.6241521580904, 120.30029296875 22.6190816097161, 120.294799804688 22.6190816097161, 120.294799804688 22.6241521580904))"
Taiwan,0.3444310361365564,119790.75,48948.0,8.5,368.0,"POLYGON ((120.30029296875 22.6241521580904, 120.305786132812 22.6241521580904, 120.305786132812 22.6190816097161, 120.30029296875 22.6190816097161, 120.30029296875 22.6241521580904))"
Taiwan,0.384859782297853,103901.5,50305.5,8.5,301.5,"POLYGON ((120.30029296875 22.6190816097161, 120.305786132812 22.6190816097161, 120.305786132812 22.6140108743703, 120.30029296875 22.6140108743703, 120.30029296875 22.6190816097161))"
Taiwan,0.3341102319217163,125906.5,51461.0,10.0,530.25,"POLYGON ((120.305786132812 22.6190816097161, 120.311279296875 22.6190816097161, 120.311279296875 22.6140108743703, 120.305786132812 22.6140108743703, 120.305786132812 22.6190816097161))"
Taiwan,0.3169623419173892,128360.0,47001.5,8.75,483.25,"POLYGON ((120.305786132812 22.6292225194605, 120.311279296875 22.6292225194605, 120.311279296875 22.6241521580904, 120.305786132812 22.6241521580904, 120.305786132812 22.6292225194605))"
Taiwan,0.3348608827995925,97489.0,43536.0,7.0,148.25,"POLYGON ((120.30029296875 22.6292225194605, 120.305786132812 22.6292225194605, 120.305786132812 22.6241521580904, 120.30029296875 22.6241521580904, 120.30029296875 22.6292225194605))"
Taiwan,0.388391519467604,76909.25,37529.5,7.75,259.75,"POLYGON ((120.30029296875 22.6393626810567, 120.305786132812 22.6393626810567, 120.305786132812 22.6342926937935, 120.30029296875 22.6342926937935, 120.30029296875 22.6393626810567))"
Taiwan,0.3915934399537719,84881.5,43200.0,10.5,311.0,"POLYGON ((120.30029296875 22.6342926937935, 120.305786132812 22.6342926937935, 120.305786132812 22.6292225194605, 120.30029296875 22.6292225194605, 120.30029296875 22.6342926937935))"
Taiwan,0.3399203376486846,93434.25,35463.0,8.25,318.75,"POLYGON ((120.305786132812 22.6342926937935, 120.311279296875 22.6342926937935, 120.311279296875 22.6292225194605, 120.305786132812 22.6292225194605, 120.305786132812 22.6342926937935))"
Taiwan,0.3650071967379187,98492.75,47593.5,7.25,276.0,"POLYGON ((120.305786132812 22.6393626810567, 120.311279296875 22.6393626810567, 120.311279296875 22.6342926937935, 120.305786132812 22.6342926937935, 120.305786132812 22.6393626810567))"
Taiwan,0.365449066625074,119175.25,53408.25,9.0,389.25,"POLYGON ((120.305786132812 22.6444324812172, 120.311279296875 22.6444324812172, 120.311279296875 22.6393626810567, 120.305786132812 22.6393626810567, 120.305786132812 22.6444324812172))"
Taiwan,0.3286601280689005,108588.75,56188.25,7.0,335.75,"POLYGON ((120.305786132812 22.6495020942422, 120.311279296875 22.6495020942422, 120.311279296875 22.6444324812172, 120.305786132812 22.6444324812172, 120.305786132812 22.6495020942422))"
Taiwan,0.3296989861836373,114294.0,42654.0,8.5,363.5,"POLYGON ((120.30029296875 22.6495020942422, 120.305786132812 22.6495020942422, 120.305786132812 22.6444324812172, 120.30029296875 22.6444324812172, 120.30029296875 22.6495020942422))"
Taiwan,0.3664653712473715,90430.25,37016.25,10.5,361.25,"POLYGON ((120.30029296875 22.6444324812172, 120.305786132812 22.6444324812172, 120.305786132812 22.6393626810567, 120.30029296875 22.6393626810567, 120.30029296875 22.6444324812172))"
Taiwan,0.3123952169981752,118325.25,48886.25,8.25,266.5,"POLYGON ((120.294799804688 22.6495020942422, 120.30029296875 22.6495020942422, 120.30029296875 22.6444324812172, 120.294799804688 22.6444324812172, 120.294799804688 22.6495020942422))"
Taiwan,0.3383991763976963,88460.0,43244.0,9.0,203.5,"POLYGON ((120.294799804688 22.6444324812172, 120.30029296875 22.6444324812172, 120.30029296875 22.6393626810567, 120.294799804688 22.6393626810567, 120.294799804688 22.6444324812172))"
Taiwan,0.3709463154289528,109606.5,44542.5,8.5,374.25,"POLYGON ((120.294799804688 22.6393626810567, 120.30029296875 22.6393626810567, 120.30029296875 22.6342926937935, 120.294799804688 22.6342926937935, 120.294799804688 22.6393626810567))"
Taiwan,0.4011623860383866,122220.25,53662.5,7.5,392.25,"POLYGON ((120.294799804688 22.6342926937935, 120.30029296875 22.6342926937935, 120.30029296875 22.6292225194605, 120.294799804688 22.6292225194605, 120.294799804688 22.6342926937935))"
Taiwan,0.3137666323757829,111610.5,45273.75,9.0,518.0,"POLYGON ((120.289306640625 22.6393626810567, 120.294799804688 22.6393626810567, 120.294799804688 22.6342926937935, 120.289306640625 22.6342926937935, 120.289306640625 22.6393626810567))"
Taiwan,0.3067822699426345,107168.75,44400.5,10.5,298.5,"POLYGON ((120.289306640625 22.6342926937935, 120.294799804688 22.6342926937935, 120.294799804688 22.6292225194605, 120.289306640625 22.6292225194605, 120.289306640625 22.6342926937935))"
Taiwan,0.3204775191562027,110073.25,42428.0,7.75,161.0,"POLYGON ((120.289306640625 22.6444324812172, 120.294799804688 22.6444324812172, 120.294799804688 22.6393626810567, 120.289306640625 22.6393626810567, 120.289306640625 22.6444324812172))"
Taiwan,0.3016247403970742,118230.5,52094.5,8.0,1092.75,"POLYGON ((120.30029296875 22.6647098101768, 120.305786132812 22.6647098101768, 120.305786132812 22.6596407587548, 120.30029296875 22.6596407587548, 120.30029296875 22.6647098101768))"
Taiwan,0.5799524218355537,65681.5,32915.0,18.5,14.75,"POLYGON ((120.333251953125 22.7001879248344, 120.338745117188 22.7001879248344, 120.338745117188 22.6951201849657, 120.333251953125 22.6951201849657, 120.333251953125 22.7001879248344))"
Taiwan,0.367288461148038,45094.75,33396.5,7.0,8.75,"POLYGON ((120.333251953125 22.7052554772075, 120.338745117188 22.7052554772075, 120.338745117188 22.7001879248344, 120.333251953125 22.7001879248344, 120.333251953125 22.7052554772075))"
Taiwan,0.4512518682812378,129799.5,65663.25,3.75,2.5,"POLYGON ((120.338745117188 22.7001879248344, 120.34423828125 22.7001879248344, 120.34423828125 22.6951201849657, 120.338745117188 22.6951201849657, 120.338745117188 22.7001879248344))"
Taiwan,0.3143476662395218,120199.5,48056.5,15.0,375.5,"POLYGON ((120.338745117188 22.6393626810567, 120.34423828125 22.6393626810567, 120.34423828125 22.6342926937935, 120.338745117188 22.6342926937935, 120.338745117188 22.6393626810567))"
Taiwan,0.3056778669535708,92670.5,41893.25,8.75,289.0,"POLYGON ((120.338745117188 22.6342926937935, 120.34423828125 22.6342926937935, 120.34423828125 22.6292225194605, 120.338745117188 22.6292225194605, 120.338745117188 22.6342926937935))"
Taiwan,0.3126309223442883,110183.25,45919.5,7.75,362.75,"POLYGON ((120.327758789062 22.6342926937935, 120.333251953125 22.6342926937935, 120.333251953125 22.6292225194605, 120.327758789062 22.6292225194605, 120.327758789062 22.6342926937935))"
Taiwan,0.3266024809540414,104001.25,46954.5,9.0,328.75,"POLYGON ((120.327758789062 22.6393626810567, 120.333251953125 22.6393626810567, 120.333251953125 22.6342926937935, 120.327758789062 22.6342926937935, 120.327758789062 22.6393626810567))"
Taiwan,0.3073596160580399,105665.0,45216.5,8.5,361.0,"POLYGON ((120.333251953125 22.6342926937935, 120.338745117188 22.6342926937935, 120.338745117188 22.6292225194605, 120.333251953125 22.6292225194605, 120.333251953125 22.6342926937935))"
Taiwan,0.3201917768879651,117924.5,50583.0,8.25,369.75,"POLYGON ((120.333251953125 22.6393626810567, 120.338745117188 22.6393626810567, 120.338745117188 22.6342926937935, 120.333251953125 22.6342926937935, 120.333251953125 22.6393626810567))"
Taiwan,0.3111060578176053,102614.0,44973.0,8.75,274.5,"POLYGON ((120.322265625 22.6393626810567, 120.327758789062 22.6393626810567, 120.327758789062 22.6342926937935, 120.322265625 22.6342926937935, 120.322265625 22.6393626810567))"
Taiwan,0.3072701202287475,96598.0,46499.75,8.5,208.75,"POLYGON ((120.316772460938 22.6393626810567, 120.322265625 22.6393626810567, 120.322265625 22.6342926937935, 120.316772460938 22.6342926937935, 120.316772460938 22.6393626810567))"
Taiwan,0.3596058487999115,99555.0,42202.0,9.25,442.75,"POLYGON ((120.311279296875 22.6444324812172, 120.316772460938 22.6444324812172, 120.316772460938 22.6393626810567, 120.311279296875 22.6393626810567, 120.311279296875 22.6444324812172))"
Taiwan,0.3107770485568151,114584.75,45353.0,8.75,325.5,"POLYGON ((120.311279296875 22.6495020942422, 120.316772460938 22.6495020942422, 120.316772460938 22.6444324812172, 120.311279296875 22.6444324812172, 120.311279296875 22.6495020942422))"
Taiwan,0.3638582496308272,120288.75,48201.0,8.0,340.25,"POLYGON ((120.311279296875 22.6393626810567, 120.316772460938 22.6393626810567, 120.316772460938 22.6342926937935, 120.311279296875 22.6342926937935, 120.311279296875 22.6393626810567))"
Taiwan,0.3300620702390285,119914.75,45669.5,6.75,507.0,"POLYGON ((120.311279296875 22.6190816097161, 120.316772460938 22.6190816097161, 120.316772460938 22.6140108743703, 120.311279296875 22.6140108743703, 120.311279296875 22.6190816097161))"
Taiwan,0.3101246354127019,130393.25,51683.75,7.0,552.25,"POLYGON ((120.311279296875 22.6241521580904, 120.316772460938 22.6241521580904, 120.316772460938 22.6190816097161, 120.311279296875 22.6190816097161, 120.311279296875 22.6241521580904))"
Taiwan,0.3182893257503393,122235.0,48361.0,7.75,855.75,"POLYGON ((120.311279296875 22.6089399520859, 120.316772460938 22.6089399520859, 120.316772460938 22.6038688428957, 120.311279296875 22.6038688428957, 120.311279296875 22.6089399520859))"
Taiwan,0.3267440322624409,128767.5,48118.25,7.75,694.25,"POLYGON ((120.311279296875 22.6140108743703, 120.316772460938 22.6140108743703, 120.316772460938 22.6089399520859, 120.311279296875 22.6089399520859, 120.311279296875 22.6140108743703))"
Taiwan,0.3087630566185436,56532.5,37445.75,4.0,1.25,"POLYGON ((120.360717773438 22.5328537075271, 120.3662109375 22.5328537075271, 120.3662109375 22.5277797986946, 120.360717773438 22.5277797986946, 120.360717773438 22.5328537075271))"
Taiwan,0.3179269947719762,23343.0,14723.0,25.0,1.0,"POLYGON ((120.360717773438 22.5379274299472, 120.3662109375 22.5379274299472, 120.3662109375 22.5328537075271, 120.360717773438 22.5328537075271, 120.360717773438 22.5379274299472))"
Taiwan,0.3187483921902496,5412.0,322.0,40.0,1.0,"POLYGON ((120.355224609375 22.5328537075271, 120.360717773438 22.5328537075271, 120.360717773438 22.5277797986946, 120.355224609375 22.5277797986946, 120.355224609375 22.5328537075271))"
Taiwan,0.3130580218289081,19090.0,18938.0,12.5,1.0,"POLYGON ((120.404663085938 22.4922572200852, 120.41015625 22.4922572200852, 120.41015625 22.4871818211393, 120.404663085938 22.4871818211393, 120.404663085938 22.4922572200852))"
Taiwan,0.3209620504688156,29881.25,14872.5,16.5,11.0,"POLYGON ((120.41015625 22.5024074594977, 120.415649414062 22.5024074594977, 120.415649414062 22.4973324328823, 120.41015625 22.4973324328823, 120.41015625 22.5024074594977))"
Taiwan,0.3575856070986749,25773.5,16942.5,11.5,1.5,"POLYGON ((120.41015625 22.4973324328823, 120.415649414062 22.4973324328823, 120.415649414062 22.4922572200852, 120.41015625 22.4922572200852, 120.41015625 22.4973324328823))"
Taiwan,0.3042863863431887,48283.25,32217.0,9.0,44.75,"POLYGON ((121.607666015625 23.9762146266383, 121.613159179688 23.9762146266383, 121.613159179688 23.9711953467074, 121.607666015625 23.9711953467074, 121.607666015625 23.9762146266383))"
Taiwan,0.3093201395273168,90951.5,38718.25,8.25,325.25,"POLYGON ((121.217651367188 24.966140159913, 121.22314453125 24.966140159913, 121.22314453125 24.961160190729, 121.217651367188 24.961160190729, 121.217651367188 24.966140159913))"
Taiwan,0.3039388995223279,82712.0,31379.5,9.25,249.5,"POLYGON ((121.217651367188 24.9561800200559, 121.22314453125 24.9561800200559, 121.22314453125 24.9511996479231, 121.217651367188 24.9511996479231, 121.217651367188 24.9561800200559))"
Taiwan,0.3517153871920307,67549.75,37243.25,8.25,228.5,"POLYGON ((121.217651367188 24.961160190729, 121.22314453125 24.961160190729, 121.22314453125 24.9561800200559, 121.217651367188 24.9561800200559, 121.217651367188 24.961160190729))"
Taiwan,0.3351624629764624,85982.75,42034.5,7.75,330.0,"POLYGON ((121.22314453125 24.961160190729, 121.228637695312 24.961160190729, 121.228637695312 24.9561800200559, 121.22314453125 24.9561800200559, 121.22314453125 24.961160190729))"
Taiwan,0.3219398472348311,100082.25,45760.25,8.0,380.25,"POLYGON ((121.22314453125 24.9561800200559, 121.228637695312 24.9561800200559, 121.228637695312 24.9511996479231, 121.22314453125 24.9511996479231, 121.22314453125 24.9561800200559))"
Taiwan,0.357669835270611,34640.0,8210.0,5.5,1.0,"POLYGON ((120.942993164062 23.9912712930527, 120.948486328125 23.9912712930527, 120.948486328125 23.9862525998418, 120.942993164062 23.9862525998418, 120.942993164062 23.9912712930527))"
Taiwan,0.3186985105417391,16411.0,3289.0,95.0,1.0,"POLYGON ((120.942993164062 23.9862525998418, 120.948486328125 23.9862525998418, 120.948486328125 23.9812337110267, 120.942993164062 23.9812337110267, 120.942993164062 23.9862525998418))"
Taiwan,0.3450752081336045,28560.5,21690.0,5.5,3.5,"POLYGON ((120.9375 23.9862525998418, 120.942993164062 23.9862525998418, 120.942993164062 23.9812337110267, 120.9375 23.9812337110267, 120.9375 23.9862525998418))"
Taiwan,0.3275012434505104,132746.66666666666,65698.66666666667,4.333333333333333,3.0,"POLYGON ((120.9375 23.9912712930527, 120.942993164062 23.9912712930527, 120.942993164062 23.9862525998418, 120.9375 23.9862525998418, 120.9375 23.9912712930527))"
Taiwan,0.3291885435866815,108778.0,47524.75,10.0,282.75,"POLYGON ((120.223388671875 22.9786239703849, 120.228881835938 22.9786239703849, 120.228881835938 22.9735665911551, 120.223388671875 22.9735665911551, 120.223388671875 22.9786239703849))"
Taiwan,0.3419943273114214,105424.5,42699.75,8.5,388.5,"POLYGON ((120.223388671875 22.9836811603309, 120.228881835938 22.9836811603309, 120.228881835938 22.9786239703849, 120.223388671875 22.9786239703849, 120.223388671875 22.9836811603309))"
Taiwan,0.3216399362493122,110805.25,51243.25,7.25,293.75,"POLYGON ((120.228881835938 22.9786239703849, 120.234375 22.9786239703849, 120.234375 22.9735665911551, 120.228881835938 22.9735665911551, 120.228881835938 22.9786239703849))"
Taiwan,0.3495782011683795,97120.0,36949.5,8.25,381.5,"POLYGON ((120.228881835938 22.9836811603309, 120.234375 22.9836811603309, 120.234375 22.9786239703849, 120.228881835938 22.9786239703849, 120.228881835938 22.9836811603309))"
Taiwan,0.3082834319521344,80813.75,37717.75,9.0,401.25,"POLYGON ((120.234375 22.9887381609607, 120.239868164062 22.9887381609607, 120.239868164062 22.9836811603309, 120.234375 22.9836811603309, 120.234375 22.9887381609607))"
Taiwan,0.3157975336106235,111459.0,41411.25,9.0,458.25,"POLYGON ((120.228881835938 22.9988515941429, 120.234375 22.9988515941429, 120.234375 22.9937949722422, 120.228881835938 22.9937949722422, 120.228881835938 22.9988515941429))"
Taiwan,0.3093663179001324,111007.75,44504.25,9.5,494.0,"POLYGON ((120.228881835938 22.9887381609607, 120.234375 22.9887381609607, 120.234375 22.9836811603309, 120.228881835938 22.9836811603309, 120.228881835938 22.9887381609607))"
Taiwan,0.3250020758141276,75756.5,37066.75,8.5,284.5,"POLYGON ((120.228881835938 22.9937949722422, 120.234375 22.9937949722422, 120.234375 22.9887381609607, 120.228881835938 22.9887381609607, 120.228881835938 22.9937949722422))"
Taiwan,0.3097455892297873,92360.5,40101.0,8.5,125.5,"POLYGON ((120.223388671875 23.0039080266307, 120.228881835938 23.0039080266307, 120.228881835938 22.9988515941429, 120.223388671875 22.9988515941429, 120.223388671875 23.0039080266307))"
Taiwan,0.3147935344222387,84768.5,41475.25,9.0,147.75,"POLYGON ((120.217895507812 23.0039080266307, 120.223388671875 23.0039080266307, 120.223388671875 22.9988515941429, 120.217895507812 22.9988515941429, 120.217895507812 23.0039080266307))"
Taiwan,0.3474153561800082,58750.75,27940.75,9.25,15.5,"POLYGON ((120.21240234375 23.0039080266307, 120.217895507812 23.0039080266307, 120.217895507812 22.9988515941429, 120.21240234375 22.9988515941429, 120.21240234375 23.0039080266307))"
Taiwan,0.3572730374317713,64986.25,32878.5,18.75,113.75,"POLYGON ((120.21240234375 22.9988515941429, 120.217895507812 22.9988515941429, 120.217895507812 22.9937949722422, 120.21240234375 22.9937949722422, 120.21240234375 22.9988515941429))"
Taiwan,0.3531846249464839,92067.25,46075.0,10.0,130.75,"POLYGON ((120.21240234375 22.9937949722422, 120.217895507812 22.9937949722422, 120.217895507812 22.9887381609607, 120.21240234375 22.9887381609607, 120.21240234375 22.9937949722422))"
Taiwan,0.3291283168336356,115038.5,48305.25,7.25,219.5,"POLYGON ((120.21240234375 22.9887381609607, 120.217895507812 22.9887381609607, 120.217895507812 22.9836811603309, 120.21240234375 22.9836811603309, 120.21240234375 22.9887381609607))"
Taiwan,0.3154580278535243,121241.25,49352.5,8.25,312.5,"POLYGON ((120.217895507812 22.9836811603309, 120.223388671875 22.9836811603309, 120.223388671875 22.9786239703849, 120.217895507812 22.9786239703849, 120.217895507812 22.9836811603309))"
Taiwan,0.3258673768467709,128713.5,51457.75,8.75,385.5,"POLYGON ((120.21240234375 22.9836811603309, 120.217895507812 22.9836811603309, 120.217895507812 22.9786239703849, 120.21240234375 22.9786239703849, 120.21240234375 22.9836811603309))"
Taiwan,0.3000038391401071,123216.75,42364.5,10.0,177.75,"POLYGON ((120.206909179688 22.9887381609607, 120.21240234375 22.9887381609607, 120.21240234375 22.9836811603309, 120.206909179688 22.9836811603309, 120.206909179688 22.9887381609607))"
Taiwan,0.3693980434049531,119548.0,45445.5,8.5,432.75,"POLYGON ((120.206909179688 22.9937949722422, 120.21240234375 22.9937949722422, 120.21240234375 22.9887381609607, 120.206909179688 22.9887381609607, 120.206909179688 22.9937949722422))"
Taiwan,0.3948669726307352,75272.75,38387.25,8.75,198.5,"POLYGON ((120.206909179688 22.9988515941429, 120.21240234375 22.9988515941429, 120.21240234375 22.9937949722422, 120.206909179688 22.9937949722422, 120.206909179688 22.9988515941429))"
Taiwan,0.3841361684380215,100651.0,51069.25,9.75,81.0,"POLYGON ((120.206909179688 23.0039080266307, 120.21240234375 23.0039080266307, 120.21240234375 22.9988515941429, 120.206909179688 22.9988515941429, 120.206909179688 23.0039080266307))"
Taiwan,0.4204693789369867,113458.75,48123.75,9.0,334.25,"POLYGON ((120.201416015625 23.0039080266307, 120.206909179688 23.0039080266307, 120.206909179688 22.9988515941429, 120.201416015625 22.9988515941429, 120.201416015625 23.0039080266307))"
Taiwan,0.4401331517822479,59340.75,32571.75,8.0,198.5,"POLYGON ((120.201416015625 22.9988515941429, 120.206909179688 22.9988515941429, 120.206909179688 22.9937949722422, 120.201416015625 22.9937949722422, 120.201416015625 22.9988515941429))"
Taiwan,0.3977358079237444,106410.0,44455.5,9.25,223.5,"POLYGON ((120.201416015625 22.9937949722422, 120.206909179688 22.9937949722422, 120.206909179688 22.9887381609607, 120.201416015625 22.9887381609607, 120.201416015625 22.9937949722422))"
Taiwan,0.4665687951198434,65871.75,33257.75,9.25,273.75,"POLYGON ((120.195922851562 22.9937949722422, 120.201416015625 22.9937949722422, 120.201416015625 22.9887381609607, 120.195922851562 22.9887381609607, 120.195922851562 22.9937949722422))"
Taiwan,0.3584819783814876,73658.0,47674.5,6.0,297.25,"POLYGON ((120.195922851562 22.9887381609607, 120.201416015625 22.9887381609607, 120.201416015625 22.9836811603309, 120.195922851562 22.9836811603309, 120.195922851562 22.9887381609607))"
Taiwan,0.4805009918684372,94688.5,43120.5,10.5,262.25,"POLYGON ((120.195922851562 22.9988515941429, 120.201416015625 22.9988515941429, 120.201416015625 22.9937949722422, 120.195922851562 22.9937949722422, 120.195922851562 22.9988515941429))"
Taiwan,0.4447066196285956,89232.75,42021.25,7.5,310.5,"POLYGON ((120.195922851562 23.0039080266307, 120.201416015625 23.0039080266307, 120.201416015625 22.9988515941429, 120.195922851562 22.9988515941429, 120.195922851562 23.0039080266307))"
Taiwan,0.4184741285239297,72485.5,31769.75,10.75,221.25,"POLYGON ((120.1904296875 23.0039080266307, 120.195922851562 23.0039080266307, 120.195922851562 22.9988515941429, 120.1904296875 22.9988515941429, 120.1904296875 23.0039080266307))"
Taiwan,0.4221847253696938,59165.25,29001.25,9.5,156.25,"POLYGON ((120.1904296875 22.9988515941429, 120.195922851562 22.9988515941429, 120.195922851562 22.9937949722422, 120.1904296875 22.9937949722422, 120.1904296875 22.9988515941429))"
Taiwan,0.4144281484355193,123787.25,51185.0,8.25,358.5,"POLYGON ((120.184936523438 23.0039080266307, 120.1904296875 23.0039080266307, 120.1904296875 22.9988515941429, 120.184936523438 22.9988515941429, 120.184936523438 23.0039080266307))"
Taiwan,0.383712853747744,76952.0,37737.75,7.25,235.25,"POLYGON ((120.184936523438 22.9988515941429, 120.1904296875 22.9988515941429, 120.1904296875 22.9937949722422, 120.184936523438 22.9937949722422, 120.184936523438 22.9988515941429))"
Taiwan,0.3396125853456567,88192.75,37477.75,9.5,127.25,"POLYGON ((120.184936523438 22.9937949722422, 120.1904296875 22.9937949722422, 120.1904296875 22.9887381609607, 120.184936523438 22.9887381609607, 120.184936523438 22.9937949722422))"
Taiwan,0.3318219646716038,110648.0,49133.5,8.75,170.5,"POLYGON ((120.184936523438 22.9887381609607, 120.1904296875 22.9887381609607, 120.1904296875 22.9836811603309, 120.184936523438 22.9836811603309, 120.184936523438 22.9887381609607))"
Taiwan,0.433640560293967,78528.75,32300.75,11.25,176.5,"POLYGON ((120.1904296875 22.9937949722422, 120.195922851562 22.9937949722422, 120.195922851562 22.9887381609607, 120.1904296875 22.9887381609607, 120.1904296875 22.9937949722422))"
Taiwan,0.3876620207378004,120571.0,48643.75,8.5,220.25,"POLYGON ((120.1904296875 22.9887381609607, 120.195922851562 22.9887381609607, 120.195922851562 22.9836811603309, 120.1904296875 22.9836811603309, 120.1904296875 22.9887381609607))"
Taiwan,0.3596641152235802,116736.0,50933.0,9.0,328.25,"POLYGON ((120.1904296875 22.9836811603309, 120.195922851562 22.9836811603309, 120.195922851562 22.9786239703849, 120.1904296875 22.9786239703849, 120.1904296875 22.9836811603309))"
Taiwan,0.3141537877231907,108680.5,49872.0,8.75,395.0,"POLYGON ((120.184936523438 22.9836811603309, 120.1904296875 22.9836811603309, 120.1904296875 22.9786239703849, 120.184936523438 22.9786239703849, 120.184936523438 22.9836811603309))"
Taiwan,0.3671292824026044,96666.25,36220.0,9.0,136.0,"POLYGON ((120.195922851562 22.9836811603309, 120.201416015625 22.9836811603309, 120.201416015625 22.9786239703849, 120.195922851562 22.9786239703849, 120.195922851562 22.9836811603309))"
Taiwan,0.3101216463956316,103584.25,39040.25,9.0,324.25,"POLYGON ((120.173950195312 22.9937949722422, 120.179443359375 22.9937949722422, 120.179443359375 22.9887381609607, 120.173950195312 22.9887381609607, 120.173950195312 22.9937949722422))"
Taiwan,0.3023900452222754,118636.25,44314.25,7.75,248.75,"POLYGON ((120.179443359375 22.9887381609607, 120.184936523438 22.9887381609607, 120.184936523438 22.9836811603309, 120.179443359375 22.9836811603309, 120.179443359375 22.9887381609607))"
Taiwan,0.3142561712624486,109507.25,41845.5,8.5,332.5,"POLYGON ((120.179443359375 22.9937949722422, 120.184936523438 22.9937949722422, 120.184936523438 22.9887381609607, 120.179443359375 22.9887381609607, 120.179443359375 22.9937949722422))"
Taiwan,0.3430646904424471,108686.25,52921.5,10.0,216.5,"POLYGON ((120.179443359375 22.9988515941429, 120.184936523438 22.9988515941429, 120.184936523438 22.9937949722422, 120.179443359375 22.9937949722422, 120.179443359375 22.9988515941429))"
Taiwan,0.38400333186121,117868.75,47217.5,9.5,496.75,"POLYGON ((120.179443359375 23.0039080266307, 120.184936523438 23.0039080266307, 120.184936523438 22.9988515941429, 120.179443359375 22.9988515941429, 120.179443359375 23.0039080266307))"
Taiwan,0.3155728526911071,94358.0,40379.0,9.25,488.0,"POLYGON ((120.173950195312 23.0039080266307, 120.179443359375 23.0039080266307, 120.179443359375 22.9988515941429, 120.173950195312 22.9988515941429, 120.173950195312 23.0039080266307))"
Taiwan,0.3081512009424176,111016.5,42739.5,9.5,335.75,"POLYGON ((120.173950195312 22.9988515941429, 120.179443359375 22.9988515941429, 120.179443359375 22.9937949722422, 120.173950195312 22.9937949722422, 120.173950195312 22.9988515941429))"
