country,normalized_light_intensity,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,geometry
The Philippines,0.6131122528873119,9084.666666666666,8482.666666666666,45.333333333333336,3.0,"POLYGON ((120.942993164062 14.5995314227299, 120.948486328125 14.5995314227299, 120.948486328125 14.5942155619439, 120.942993164062 14.5942155619439, 120.942993164062 14.5995314227299))"
The Philippines,0.3962668564554852,78841.0,66580.0,9.0,10.0,"POLYGON ((120.948486328125 14.6101627588732, 120.953979492188 14.6101627588732, 120.953979492188 14.6048471550539, 120.948486328125 14.6048471550539, 120.948486328125 14.6101627588732))"
The Philippines,0.859484100987746,27197.0,24841.0,9.25,73.5,"POLYGON ((120.948486328125 14.6048471550539, 120.953979492188 14.6048471550539, 120.953979492188 14.5995314227299, 120.948486328125 14.5995314227299, 120.948486328125 14.6048471550539))"
The Philippines,1.0,33604.25,37531.25,21.5,30.25,"POLYGON ((120.953979492188 14.6048471550539, 120.95947265625 14.6048471550539, 120.95947265625 14.5995314227299, 120.953979492188 14.5995314227299, 120.953979492188 14.6048471550539))"
The Philippines,0.4858676618076009,92954.0,93465.0,11.0,1.0,"POLYGON ((120.953979492188 14.6154782341453, 120.95947265625 14.6154782341453, 120.95947265625 14.6101627588732, 120.953979492188 14.6101627588732, 120.953979492188 14.6154782341453))"
The Philippines,0.4116872719451738,60538.25,62024.0,13.25,1326.0,"POLYGON ((120.95947265625 14.6101627588732, 120.964965820312 14.6101627588732, 120.964965820312 14.6048471550539, 120.95947265625 14.6048471550539, 120.95947265625 14.6101627588732))"
The Philippines,0.3499919595743602,58468.0,49954.5,11.75,1826.5,"POLYGON ((120.95947265625 14.6154782341453, 120.964965820312 14.6154782341453, 120.964965820312 14.6101627588732, 120.95947265625 14.6101627588732, 120.95947265625 14.6154782341453))"
The Philippines,0.342331847731984,64287.5,67398.75,10.25,1266.75,"POLYGON ((120.95947265625 14.6048471550539, 120.964965820312 14.6048471550539, 120.964965820312 14.5995314227299, 120.95947265625 14.5995314227299, 120.95947265625 14.6048471550539))"
The Philippines,0.3002494529569622,64450.75,67448.25,9.75,1432.25,"POLYGON ((120.964965820312 14.6048471550539, 120.970458984375 14.6048471550539, 120.970458984375 14.5995314227299, 120.964965820312 14.5995314227299, 120.964965820312 14.6048471550539))"
The Philippines,0.3279730680699438,64401.5,66969.25,9.5,1398.5,"POLYGON ((120.95947265625 14.6207935808273, 120.964965820312 14.6207935808273, 120.964965820312 14.6154782341453, 120.95947265625 14.6154782341453, 120.95947265625 14.6207935808273))"
The Philippines,0.5130014071022317,61037.0,127361.66666666667,12.0,135.66666666666666,"POLYGON ((120.953979492188 14.6207935808273, 120.95947265625 14.6207935808273, 120.95947265625 14.6154782341453, 120.953979492188 14.6154782341453, 120.953979492188 14.6207935808273))"
The Philippines,0.3676979867417875,70602.25,60937.0,32.75,221.25,"POLYGON ((120.970458984375 14.7589473199356, 120.975952148438 14.7589473199356, 120.975952148438 14.7536353315404, 120.970458984375 14.7536353315404, 120.970458984375 14.7589473199356))"
The Philippines,0.3546001611192539,55747.0,41748.5,20.5,237.25,"POLYGON ((120.964965820312 14.7589473199356, 120.970458984375 14.7589473199356, 120.970458984375 14.7536353315404, 120.964965820312 14.7536353315404, 120.964965820312 14.7589473199356))"
The Philippines,0.3733938153867223,55836.75,46479.0,11.25,116.5,"POLYGON ((120.975952148438 14.5144622637317, 120.9814453125 14.5144622637317, 120.9814453125 14.5091443533584, 120.975952148438 14.5091443533584, 120.975952148438 14.5144622637317))"
The Philippines,0.3163824088582518,37403.25,43193.25,12.0,58.5,"POLYGON ((120.975952148438 14.5197800463261, 120.9814453125 14.5197800463261, 120.9814453125 14.5144622637317, 120.975952148438 14.5144622637317, 120.975952148438 14.5197800463261))"
The Philippines,0.5189918848855203,35489.25,31654.25,9.75,52.0,"POLYGON ((120.9814453125 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5197800463261, 120.9814453125 14.5197800463261, 120.9814453125 14.5250977010989))"
The Philippines,0.4531305000478874,40662.75,36446.75,14.5,48.0,"POLYGON ((120.9814453125 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5144622637317, 120.9814453125 14.5144622637317, 120.9814453125 14.5197800463261))"
The Philippines,0.3721650008539831,77283.5,81454.75,25.75,138.75,"POLYGON ((120.9814453125 14.5144622637317, 120.986938476562 14.5144622637317, 120.986938476562 14.5091443533584, 120.9814453125 14.5091443533584, 120.9814453125 14.5144622637317))"
The Philippines,0.3610778975746325,36223.25,23325.25,22.0,6.5,"POLYGON ((120.986938476562 14.5197800463261, 120.992431640625 14.5197800463261, 120.992431640625 14.5144622637317, 120.986938476562 14.5144622637317, 120.986938476562 14.5197800463261))"
The Philippines,0.6013189349970707,61243.25,56850.25,9.5,148.75,"POLYGON ((120.986938476562 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5250977010989))"
The Philippines,0.4040701977434204,38754.75,30989.0,11.75,302.75,"POLYGON ((120.986938476562 14.5304152280074, 120.992431640625 14.5304152280074, 120.992431640625 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5304152280074))"
The Philippines,0.4522497155331813,76151.75,78875.5,8.25,687.0,"POLYGON ((120.992431640625 14.5250977010989, 120.997924804688 14.5250977010989, 120.997924804688 14.5197800463261, 120.992431640625 14.5197800463261, 120.992431640625 14.5250977010989))"
The Philippines,0.3419788347586546,59934.0,49668.75,12.25,1383.5,"POLYGON ((120.992431640625 14.5304152280074, 120.997924804688 14.5304152280074, 120.997924804688 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5304152280074))"
The Philippines,0.3960846290034411,91373.25,78549.25,6.25,259.25,"POLYGON ((121.00341796875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.503826315249, 121.00341796875 14.503826315249, 121.00341796875 14.5091443533584))"
The Philippines,0.3785125534405309,53397.25,44719.0,12.25,170.75,"POLYGON ((120.997924804688 14.5091443533584, 121.00341796875 14.5091443533584, 121.00341796875 14.503826315249, 120.997924804688 14.503826315249, 120.997924804688 14.5091443533584))"
The Philippines,0.302060990263039,57180.5,50364.75,11.75,519.0,"POLYGON ((120.997924804688 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5144622637317, 120.997924804688 14.5144622637317, 120.997924804688 14.5197800463261))"
The Philippines,0.332090276500749,50575.25,41419.5,19.75,201.0,"POLYGON ((120.997924804688 14.5250977010989, 121.00341796875 14.5250977010989, 121.00341796875 14.5197800463261, 120.997924804688 14.5197800463261, 120.997924804688 14.5250977010989))"
The Philippines,0.3040753027755727,24192.25,19488.5,8.5,2.25,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))"
The Philippines,0.3158916765447189,34018.0,30639.0,11.5,9.5,"POLYGON ((121.00341796875 14.5197800463261, 121.008911132812 14.5197800463261, 121.008911132812 14.5144622637317, 121.00341796875 14.5144622637317, 121.00341796875 14.5197800463261))"
The Philippines,0.3830396071699954,61330.75,45506.0,16.25,720.75,"POLYGON ((121.00341796875 14.5144622637317, 121.008911132812 14.5144622637317, 121.008911132812 14.5091443533584, 121.00341796875 14.5091443533584, 121.00341796875 14.5144622637317))"
The Philippines,0.5087442763988704,73294.25,63132.0,4.5,84.5,"POLYGON ((121.008911132812 14.5144622637317, 121.014404296875 14.5144622637317, 121.014404296875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.5144622637317))"
The Philippines,0.3711540158236021,86028.75,76926.25,5.75,28.25,"POLYGON ((121.008911132812 14.5197800463261, 121.014404296875 14.5197800463261, 121.014404296875 14.5144622637317, 121.008911132812 14.5144622637317, 121.008911132812 14.5197800463261))"
The Philippines,0.4080644192909399,87776.0,83949.0,6.5,359.75,"POLYGON ((121.008911132812 14.5250977010989, 121.014404296875 14.5250977010989, 121.014404296875 14.5197800463261, 121.008911132812 14.5197800463261, 121.008911132812 14.5250977010989))"
The Philippines,0.4393172319139531,38820.5,27171.0,15.5,1138.0,"POLYGON ((121.014404296875 14.5250977010989, 121.019897460938 14.5250977010989, 121.019897460938 14.5197800463261, 121.014404296875 14.5197800463261, 121.014404296875 14.5250977010989))"
The Philippines,0.4271228915523593,25561.0,25106.25,7.75,125.0,"POLYGON ((121.014404296875 14.5197800463261, 121.019897460938 14.5197800463261, 121.019897460938 14.5144622637317, 121.014404296875 14.5144622637317, 121.014404296875 14.5197800463261))"
The Philippines,0.3804196491799709,21470.0,17343.5,8.0,4.5,"POLYGON ((121.014404296875 14.5144622637317, 121.019897460938 14.5144622637317, 121.019897460938 14.5091443533584, 121.014404296875 14.5091443533584, 121.014404296875 14.5144622637317))"
The Philippines,0.3670033971769394,70897.0,59197.0,3.0,4.5,"POLYGON ((121.014404296875 14.5091443533584, 121.019897460938 14.5091443533584, 121.019897460938 14.503826315249, 121.014404296875 14.503826315249, 121.014404296875 14.5091443533584))"
The Philippines,0.5423217708424314,56430.5,56612.75,4.75,32.25,"POLYGON ((121.008911132812 14.5091443533584, 121.014404296875 14.5091443533584, 121.014404296875 14.503826315249, 121.008911132812 14.503826315249, 121.008911132812 14.5091443533584))"
The Philippines,0.3755610125143204,35661.0,27865.0,18.0,131.25,"POLYGON ((121.019897460938 14.5197800463261, 121.025390625 14.5197800463261, 121.025390625 14.5144622637317, 121.019897460938 14.5144622637317, 121.019897460938 14.5197800463261))"
The Philippines,0.392300856857451,53029.0,55046.0,4.0,1.0,"POLYGON ((121.036376953125 13.7633957796245, 121.041870117188 13.7633957796245, 121.041870117188 13.7580602828386, 121.036376953125 13.7580602828386, 121.036376953125 13.7633957796245))"
The Philippines,0.3173873954758539,42467.333333333336,37206.333333333336,21.0,1.0,"POLYGON ((121.041870117188 13.7633957796245, 121.04736328125 13.7633957796245, 121.04736328125 13.7580602828386, 121.041870117188 13.7580602828386, 121.041870117188 13.7633957796245))"
The Philippines,0.4318600284527857,2067.0,2510.0,31.0,2.0,"POLYGON ((121.052856445312 13.6833505737784, 121.058349609375 13.6833505737784, 121.058349609375 13.6780132567255, 121.052856445312 13.6780132567255, 121.052856445312 13.6833505737784))"
The Philippines,0.3100707524162617,21646.75,22686.5,39.25,3.75,"POLYGON ((124.436645507812 10.8926480150442, 124.442138671875 10.8926480150442, 124.442138671875 10.8872537726346, 124.436645507812 10.8872537726346, 124.436645507812 10.8926480150442))"
The Philippines,0.3287238962226868,27226.25,39062.75,17.25,175.5,"POLYGON ((124.013671875 10.3095148534366, 124.019165039062 10.3095148534366, 124.019165039062 10.3041103283294, 124.013671875 10.3041103283294, 124.013671875 10.3095148534366))"
The Philippines,0.3414850172300384,24828.5,21252.25,12.25,84.25,"POLYGON ((123.920288085938 10.3149192858132, 123.92578125 10.3149192858132, 123.92578125 10.3095148534366, 123.920288085938 10.3095148534366, 123.920288085938 10.3149192858132))"
The Philippines,0.4587557793680569,30729.0,32954.333333333336,25.333333333333332,9.333333333333334,"POLYGON ((123.920288085938 10.3095148534366, 123.92578125 10.3095148534366, 123.92578125 10.3041103283294, 123.920288085938 10.3041103283294, 123.920288085938 10.3095148534366))"
The Philippines,0.3107141418379914,71350.5,74393.75,17.75,85.25,"POLYGON ((123.898315429688 10.2933010001091, 123.90380859375 10.2933010001091, 123.90380859375 10.287896197089, 123.898315429688 10.287896197089, 123.898315429688 10.2933010001091))"
The Philippines,0.3266054743479348,78212.0,63261.0,23.333333333333332,9.0,"POLYGON ((124.661865234375 8.4995374089894, 124.667358398438 8.4995374089894, 124.667358398438 8.49410453755188, 124.661865234375 8.49410453755188, 124.661865234375 8.4995374089894))"
The Philippines,0.3613027132025121,61616.666666666664,57935.333333333336,12.0,1.0,"POLYGON ((120.097045898438 16.1302620120348, 120.1025390625 16.1302620120348, 120.1025390625 16.124985029561, 120.097045898438 16.124985029561, 120.097045898438 16.1302620120348))"
Taiwan,0.3315107575306634,198137.0,104334.0,3.0,1.0,"POLYGON ((120.333251953125 22.5379274299472, 120.338745117188 22.5379274299472, 120.338745117188 22.5328537075271, 120.333251953125 22.5328537075271, 120.333251953125 22.5379274299472))"
Taiwan,0.3034215084311437,114080.5,41953.0,11.0,93.0,"POLYGON ((120.338745117188 22.5683658479615, 120.34423828125 22.5683658479615, 120.34423828125 22.5632932447078, 120.338745117188 22.5632932447078, 120.338745117188 22.5683658479615))"
Taiwan,0.3026428306659331,113736.25,42973.0,8.0,226.0,"POLYGON ((120.34423828125 22.5683658479615, 120.349731445312 22.5683658479615, 120.349731445312 22.5632932447078, 120.34423828125 22.5632932447078, 120.34423828125 22.5683658479615))"
