country,year,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,normalized_light_intensity
Japan,2020,31531.5,34688.8125,35.5,442.75,0.33317739717156264
Japan,2021,76297.525,71266.25,24.325,777.5,0.3540717698004038
Philippines,2020,29644.879411764705,25143.686764705883,31.83235294117647,150370.83333333334,0.36089281389078787
Philippines,2021,52977.62284482759,45618.25862068965,14.753591954022989,99262.08333333333,0.3601320268658019
Taiwan,2020,67965.69739292366,36053.131750465545,10.43389199255121,33832.416666666664,0.3462255641722828
Taiwan,2021,92433.67946058091,40942.88278008299,9.87551867219917,70984.58333333333,0.3450928010689703
