longitude,latitude,light_intensity,year,normalized_light_intensity
120.9625024077,14.587499516700005,54.492504,2020,0.3287062459701555
120.9666690744,14.587499516700005,84.061874,2020,0.5070727348436075
120.9708357411,14.587499516700005,75.733406,2020,0.456834275422426
120.9833357412,14.587499516700005,61.568447,2020,0.371389303078869
121.0625024085,14.587499516700005,61.013103,2020,0.3680393920257442
120.9708357411,14.58333285,73.667305,2020,0.4443712712722555
120.9750024078,14.58333285,56.82986,2020,0.342805497424187
120.9791690745,14.58333285,58.664543,2020,0.3538725565095112
120.9833357412,14.58333285,71.541046,2020,0.4315453858284473
120.9875024079,14.58333285,51.246628,2020,0.3091266774694196
121.0583357418,14.58333285,64.63945,2020,0.3899140136976559
121.0625024085,14.58333285,65.40199,2020,0.3945137593948271
120.9791690745,14.579166183300003,56.95184,2020,0.3435412974873194
120.9833357412,14.579166183300003,59.966797,2020,0.3617279309595386
121.0500024084,14.579166183300003,51.628876,2020,0.311432449747926
121.0541690751,14.579166183300003,57.087524,2020,0.3443597619549866
121.0583357418,14.579166183300003,56.399025,2020,0.340206641708499
121.0625024085,14.579166183300003,55.31242,2020,0.3336520915560156
120.9833357412,14.574999516600002,52.046436,2020,0.3139512288458236
121.0166690748,14.574999516600002,49.75698,2020,0.3001409167509004
121.0458357417,14.574999516600002,51.851833,2020,0.3127773569021791
121.0500024084,14.574999516600002,55.296215,2020,0.3335543407770104
121.0541690751,14.574999516600002,56.219517,2020,0.3391238248718639
121.0583357418,14.574999516600002,52.475243,2020,0.3165378513878107
121.0625024085,14.574999516600002,59.487362,2020,0.3588359133888889
121.0666690752,14.574999516600002,56.997345,2020,0.3438157898784724
121.0750024086,14.574999516600002,49.931973,2020,0.3011964984892815
121.0125024081,14.570832849900002,57.220467,2020,0.3451616923353195
121.0166690748,14.570832849900002,62.04649,2020,0.3742729239149075
121.0208357415,14.570832849900002,58.299942,2020,0.3516732333514679
121.0250024082,14.570832849900002,52.160652,2020,0.3146401953978052
121.0666690752,14.570832849900002,49.73557,2020,0.300011768699157
121.0083357414,14.566666183200002,58.24095,2020,0.3513173855294946
121.0125024081,14.566666183200002,66.01959,2020,0.3982392071648757
121.0166690748,14.566666183200002,59.927513,2020,0.3614909644922482
121.0083357414,14.562499516500004,58.24139,2020,0.3513200396697453
121.0125024081,14.562499516500004,64.65221,2020,0.3899909837649257
121.0166690748,14.562499516500004,57.14603,2020,0.3447126781584103
121.0291690749,14.562499516500004,53.70289,2020,0.3239431861976503
121.041669075,14.562499516500004,51.45566,2020,0.3103875871168756
121.0458357417,14.562499516500004,60.06383,2020,0.3623132473025943
121.0500024084,14.562499516500004,56.49563,2020,0.3407893762969471
121.0541690751,14.562499516500004,51.701775,2020,0.3118721864982317
121.0083357414,14.558332849800005,51.453564,2020,0.3103749437578633
121.0125024081,14.558332849800005,55.812695,2020,0.3366698188603568
121.0166690748,14.558332849800005,52.530113,2020,0.3168688347413447
121.0250024082,14.558332849800005,49.97576,2020,0.3014606276691829
121.041669075,14.558332849800005,52.689213,2020,0.3178285477274437
121.0458357417,14.558332849800005,65.69775,2020,0.3962978242142402
121.0500024084,14.558332849800005,76.087204,2020,0.4589684334051781
121.0541690751,14.558332849800005,83.45193,2020,0.5033934691139208
121.0583357418,14.558332849800005,64.32963,2020,0.3880451370329595
121.0083357414,14.5541661831,50.503845,2020,0.304646108701641
121.0125024081,14.5541661831,51.678444,2020,0.3117314507114392
121.0458357417,14.5541661831,76.105934,2020,0.4590814153299401
121.0500024084,14.5541661831,109.728935,2020,0.6618999614727414
121.0541690751,14.5541661831,88.556885,2020,0.5341872567126073
121.0583357418,14.5541661831,65.405914,2020,0.3945374295001536
121.0458357417,14.549999516400003,75.403114,2020,0.4548419088504297
121.0500024084,14.549999516400003,98.425545,2020,0.5937163651814681
121.0541690751,14.549999516400003,78.03838,2020,0.4707381942182812
121.0583357418,14.549999516400003,58.035294,2020,0.3500768403763257
121.0625024085,14.549999516400003,52.492527,2020,0.3166421108425671
121.0500024084,14.545832849700002,57.74916,2020,0.3483508409070331
